timestamp,ax,ay,az,gx,gy,gz,label,subject_id
0,-10.183734276172661,-0.25204309007474246,0.6470834855730325,-5.042469599999989,-1.4731531999999996,0.1822359999999984,-X_up,CALIB
20,-10.135957816132304,-0.2834095027499216,0.5695498440992861,-4.493669599999989,-0.07075319999999952,1.4017359999999983,-X_up,CALIB
40,-10.17179265523545,-0.23755930632980918,0.5953878491619837,-3.091169599999989,0.9048468000000005,0.7309359999999985,-X_up,CALIB
60,-10.124016195195093,-0.17722532616476344,0.7246171270467789,-2.298569599999989,1.0268468000000004,0.0602359999999984,-X_up,CALIB
80,-10.131179172499118,-0.20377389010641567,0.6870229768776963,-2.786369599999989,1.4536468000000005,-1.4641640000000016,-X_up,CALIB
100,-10.231500759921508,-0.17481640179799998,0.7199166316327903,-2.908269599999989,1.8804468000000005,-2.6836640000000016,-X_up,CALIB
120,-10.224337782617482,-0.18688118199471893,0.6000883445759724,-2.664369599999989,1.8195468000000004,-2.5616640000000017,-X_up,CALIB
140,-10.21478049535111,-0.12655728101112415,0.708170299669232,-1.444869599999989,2.3073468000000004,-2.0738640000000017,-X_up,CALIB
160,-10.11445890792872,-0.06381437647931497,0.8162424416196649,-1.871669599999989,4.4414468000000005,-0.4275640000000016,-X_up,CALIB
180,-10.073855401483897,-0.1603426972345176,0.7034698042552432,-3.639969599999989,6.8195468,0.48703599999999847,-X_up,CALIB
200,-10.0571351369135,-0.23515038196304575,0.7199166316327903,-3.457069599999989,7.5512468,0.0602359999999984,-X_up,CALIB
220,-10.14312079343633,-0.23996823069657255,0.8068414507916875,-1.932669599999989,6.087746800000001,-0.0007640000000016522,-X_up,CALIB
240,-10.150293747031863,-0.14826783785634776,0.9760102199811465,-0.5911695999999891,4.0146468,0.7919359999999984,-X_up,CALIB
260,-10.119237551561907,-0.16275162160128104,0.8279887735832231,-1.0790695999999889,2.3073468000000004,1.4626359999999985,-X_up,CALIB
280,-10.190897253476686,-0.1386220612078431,0.7950951188281291,-1.200969599999989,1.7585468000000004,1.7675359999999984,-X_up,CALIB
