timestamp,ax,ay,az,gx,gy,gz,label,subject_id
0,0.6147932035564518,9.714312003657,-0.5253025010754886,-24.06686959999999,1.6975468000000005,-25.610464,+Y_down,CALIB
20,0.9921763587885688,9.612955754986817,-0.3302957268233319,-24.61556959999999,8.587746800000001,-22.073864,+Y_down,CALIB
40,0.9921763587885688,9.612955754986817,-0.3302957268233319,-24.61556959999999,8.587746800000001,-22.073864,+Y_down,CALIB
60,0.937246897735697,9.673289735151863,-0.2151679351805027,-22.78636959999999,6.8195468,-8.903164000000002,+Y_down,CALIB
80,0.8464825975796803,9.793947616300503,-0.13764410684958298,-13.51806959999999,11.148746800000001,11.462635999999998,+Y_down,CALIB
100,0.6768956182048586,9.825314028975685,-0.14939043881314124,-7.969269599999989,13.039046800000001,16.401736,+Y_down,CALIB
120,0.5383648342999949,9.832550881257426,-0.16583726619068828,-4.249769599999989,11.087746800000001,13.962635999999998,+Y_down,CALIB
140,0.49536701789282506,9.832550881257426,-0.15878161649829198,-3.091169599999989,8.526846800000001,4.877335999999998,+Y_down,CALIB
160,0.6052359162900786,9.808421320863987,-0.17288310274025803,-3.091169599999989,7.6121468000000005,-5.488564000000002,+Y_down,CALIB
180,0.7700442520317137,9.736032639683673,-0.15878161649829198,-3.457069599999989,6.0268468,-8.049464000000002,+Y_down,CALIB
200,0.6960002164460953,9.755334272162134,-0.11179628864405855,-3.396069599999989,3.6487468000000005,-1.3421640000000017,+Y_down,CALIB
220,0.650618066368087,9.769807976725616,-0.11414162977963954,-3.213169599999989,3.8317468000000003,0.9748359999999985,+Y_down,CALIB
240,0.6936158827752569,9.757743196528898,-0.11179628864405855,-2.542469599999989,3.1609468000000005,-0.0007640000000016522,+Y_down,CALIB
260,0.707941837383307,9.7408504884172,-0.09300412013093053,-1.3229695999999889,0.9658468000000004,1.6456359999999983,+Y_down,CALIB
280,0.6721169745716719,9.7408504884172,-0.08594847043853412,0.6892304000000111,-0.37565319999999947,6.035835999999998,+Y_down,CALIB
300,0.6124088698856134,9.774635904640594,-0.12824311602160557,2.518530400000011,0.7829468000000004,9.450535999999998,+Y_down,CALIB
320,0.5622480761744184,9.784291760470548,-0.14468994339915262,3.006330400000011,1.2097468000000005,9.755335999999998,+Y_down,CALIB
340,0.49775135156366346,9.784291760470548,-0.15409093422713,2.762430400000011,0.6609468000000005,8.048035999999998,+Y_down,CALIB
360,0.5144716161340619,9.774635904640594,-0.14939043881314124,2.213630400000011,-0.37565319999999947,4.389535999999998,+Y_down,CALIB
380,0.5598537662120702,9.767399052358853,-0.17288310274025803,1.786830400000011,-0.4975531999999996,2.9870359999999985,+Y_down,CALIB
400,0.5216445697295966,9.803593392949008,-0.16818260732626927,1.542930400000011,-0.43655319999999964,5.791935999999998,+Y_down,CALIB
