>>>
>>>
>>>
>>> from main import *
I2C devices: ['0x1e', '0x68']
MPU6050 OK @ 0x68  [+/-8g, +/-2000dps, 50Hz]
HMC5883L OK @ 0x1E  [+/-1.3Ga, 15Hz, 8-avg]
# Ready. 9-channel HAR firmware.
#   test()               — single reading
#   calibrate_mag(sec)   — mag ellipsoid data collection
#   collect('label', sec)  — activity data collection
>>>
calibrate_mag(60)
# MAG_CALIB 60s 3000samples
# sample,mx,my,mz
1413,-14.6789,20.0917,0.0000
1414,-14.6789,20.0917,0.0000
1415,-18.1651,18.1651,0.0917
1416,-18.1651,18.1651,0.0917
1417,-18.1651,18.1651,0.0917
1418,-22.3853,14.0367,2.1101
1419,-22.3853,14.0367,2.1101
1420,-22.3853,14.0367,2.1101
1421,-22.3853,14.0367,2.1101
1422,-25.1376,9.2661,3.3945
1423,-25.1376,9.2661,3.3945
1424,-25.1376,9.2661,3.3945
1425,-27.2477,1.4679,5.6881
1426,-27.2477,1.4679,5.6881
1427,-27.2477,1.4679,5.6881
1428,-27.4312,-8.2569,7.1560
1429,-27.4312,-8.2569,7.1560
1430,-27.4312,-8.2569,7.1560
1431,-27.4312,-8.2569,7.1560
1432,-24.7706,-18.7156,7.0642
1433,-24.7706,-18.7156,7.0642
1434,-24.7706,-18.7156,7.0642
1435,-19.3578,-27.9817,4.7706
1436,-19.3578,-27.9817,4.7706
1437,-19.3578,-27.9817,4.7706
1438,-11.0092,-35.1376,-0.3670
1439,-11.0092,-35.1376,-0.3670
1440,-11.0092,-35.1376,-0.3670
1441,-11.0092,-35.1376,-0.3670
1442,-0.4587,-37.7982,-7.7064
1443,-0.4587,-37.7982,-7.7064
1444,-0.4587,-37.7982,-7.7064
1445,8.4404,-34.7706,-15.3211
1446,8.4404,-34.7706,-15.3211
1447,8.4404,-34.7706,-15.3211
1448,14.4954,-27.8899,-21.6514
1449,14.4954,-27.8899,-21.6514
1450,14.4954,-27.8899,-21.6514
1451,14.4954,-27.8899,-21.6514
1452,18.3486,-20.7339,-24.5872
1453,18.3486,-20.7339,-24.5872
1454,18.3486,-20.7339,-24.5872
1455,21.1927,-15.8716,-25.1376
1456,21.1927,-15.8716,-25.1376
1457,21.1927,-15.8716,-25.1376
1458,22.6606,-12.8440,-25.0459
1459,22.6606,-12.8440,-25.0459
1460,22.6606,-12.8440,-25.0459
1461,22.6606,-12.8440,-25.0459
1462,22.6606,-8.8073,-25.5963
1463,22.6606,-8.8073,-25.5963
1464,22.6606,-8.8073,-25.5963
1465,21.1927,-7.9817,-26.1468
1466,21.1927,-7.9817,-26.1468
1467,21.1927,-7.9817,-26.1468
1468,17.6147,-9.7248,-27.1560
1469,17.6147,-9.7248,-27.1560
1470,17.6147,-9.7248,-27.1560
1471,17.6147,-9.7248,-27.1560
1472,12.7523,-15.3211,-26.9725
1473,12.7523,-15.3211,-26.9725
1474,12.7523,-15.3211,-26.9725
1475,9.4495,-22.2936,-24.4954
1476,9.4495,-22.2936,-24.4954
1477,9.4495,-22.2936,-24.4954
1478,8.4404,-28.9908,-19.3578
1479,8.4404,-28.9908,-19.3578
1480,8.4404,-28.9908,-19.3578
1481,8.4404,-28.9908,-19.3578
1482,10.0000,-33.3028,-13.6697
1483,10.0000,-33.3028,-13.6697
1484,10.0000,-33.3028,-13.6697
1485,13.3028,-35.5963,-6.5138
1486,13.3028,-35.5963,-6.5138
1487,13.3028,-35.5963,-6.5138
1488,16.4220,-35.1376,0.7339
1489,16.4220,-35.1376,0.7339
1490,16.4220,-35.1376,0.7339
1491,16.4220,-35.1376,0.7339
1492,18.8991,-32.0184,10.2752
1493,18.8991,-32.0184,10.2752
1494,18.8991,-32.0184,10.2752
1495,21.0092,-24.8624,19.1743
1496,21.0092,-24.8624,19.1743
1497,21.0092,-24.8624,19.1743
1498,21.4679,-11.4679,25.9633
1499,21.4679,-11.4679,25.9633
1500,21.4679,-11.4679,25.9633
1501,21.4679,-11.4679,25.9633
1502,20.0917,4.6789,25.8716
1503,20.0917,4.6789,25.8716
1504,20.0917,4.6789,25.8716
1505,14.1284,16.9725,20.4587
1506,14.1284,16.9725,20.4587
1507,14.1284,16.9725,20.4587
1508,9.0826,22.0183,16.0550
1509,9.0826,22.0183,16.0550
1510,9.0826,22.0183,16.0550
1511,9.0826,22.0183,16.0550
1512,3.9450,26.1468,9.4495
1513,3.9450,26.1468,9.4495
1514,3.9450,26.1468,9.4495
1515,-1.0092,27.1560,3.9450
1516,-1.0092,27.1560,3.9450
1517,-1.0092,27.1560,3.9450
1518,-6.3303,25.9633,1.1927
1519,-6.3303,25.9633,1.1927
1520,-6.3303,25.9633,1.1927
1521,-6.3303,25.9633,1.1927
1522,-10.4587,23.3945,-4.3119
1523,-10.4587,23.3945,-4.3119
1524,-10.4587,23.3945,-4.3119
1525,-12.5688,19.1743,-10.1835
1526,-12.5688,19.1743,-10.1835
1527,-12.5688,19.1743,-10.1835
1528,-13.8532,13.6697,-15.3211
1529,-13.8532,13.6697,-15.3211
1530,-13.8532,13.6697,-15.3211
1531,-13.8532,13.6697,-15.3211
1532,-13.7615,7.5229,-19.5413
1533,-13.7615,7.5229,-19.5413
1534,-13.7615,7.5229,-19.5413
1535,-12.6606,3.5780,-22.2018
1536,-12.6606,3.5780,-22.2018
1537,-12.6606,3.5780,-22.2018
1538,-12.0183,3.2110,-23.1193
1539,-12.0183,3.2110,-23.1193
1540,-12.0183,3.2110,-23.1193
1541,-12.0183,3.2110,-23.1193
1542,-13.6697,2.3853,-22.5688
1543,-13.6697,2.3853,-22.5688
1544,-13.6697,2.3853,-22.5688
1545,-15.9633,1.5596,-21.3761
1546,-15.9633,1.5596,-21.3761
1547,-15.9633,1.5596,-21.3761
1548,-20.5505,2.5688,-16.6055
1549,-20.5505,2.5688,-16.6055
1550,-20.5505,2.5688,-16.6055
1551,-20.5505,2.5688,-16.6055
1552,-24.8624,2.0183,-10.4587
1553,-24.8624,2.0183,-10.4587
1554,-24.8624,2.0183,-10.4587
1555,-27.6147,-1.2844,-3.9450
1556,-27.6147,-1.2844,-3.9450
1557,-27.6147,-1.2844,-3.9450
1558,-28.3486,-8.8991,3.1193
1559,-28.3486,-8.8991,3.1193
1560,-28.3486,-8.8991,3.1193
1561,-28.3486,-8.8991,3.1193
1562,-24.9541,-19.6330,6.2385
1563,-24.9541,-19.6330,6.2385
1564,-24.9541,-19.6330,6.2385
1565,-17.5229,-30.5505,3.8532
1566,-17.5229,-30.5505,3.8532
1567,-17.5229,-30.5505,3.8532
1568,-7.9817,-36.6972,-2.2936
1569,-7.9817,-36.6972,-2.2936
1570,-7.9817,-36.6972,-2.2936
1571,-7.9817,-36.6972,-2.2936
1572,1.2844,-37.7982,-9.0826
1573,1.2844,-37.7982,-9.0826
1574,1.2844,-37.7982,-9.0826
1575,8.8991,-35.0459,-14.9541
1576,8.8991,-35.0459,-14.9541
1577,8.8991,-35.0459,-14.9541
1578,15.1376,-28.3486,-20.9174
1579,15.1376,-28.3486,-20.9174
1580,15.1376,-28.3486,-20.9174
1581,15.1376,-28.3486,-20.9174
1582,19.5413,-19.5413,-24.5872
1583,19.5413,-19.5413,-24.5872
1584,19.5413,-19.5413,-24.5872
1585,21.7431,-11.6514,-25.8716
1586,21.7431,-11.6514,-25.8716
1587,21.7431,-11.6514,-25.8716
1588,23.2110,-5.4128,-25.3211
1589,23.2110,-5.4128,-25.3211
1590,23.2110,-5.4128,-25.3211
1591,23.2110,-5.4128,-25.3211
1592,22.5688,-1.8349,-25.2294
1593,22.5688,-1.8349,-25.2294
1594,22.5688,-1.8349,-25.2294
1595,18.3486,-4.4954,-26.9725
1596,18.3486,-4.4954,-26.9725
1597,18.3486,-4.4954,-26.9725
1598,10.0917,-15.3211,-27.0642
1599,10.0917,-15.3211,-27.0642
1600,10.0917,-15.3211,-27.0642
1601,10.0917,-15.3211,-27.0642
1602,5.6881,-25.6881,-22.1101
1603,5.6881,-25.6881,-22.1101
1604,5.6881,-25.6881,-22.1101
1605,7.8899,-31.1927,-16.7890
1606,7.8899,-31.1927,-16.7890
1607,7.8899,-31.1927,-16.7890
1608,11.1927,-34.4954,-10.6422
1609,11.1927,-34.4954,-10.6422
1610,11.1927,-34.4954,-10.6422
1611,11.1927,-34.4954,-10.6422
1612,15.4128,-35.5046,-3.1193
1613,15.4128,-35.5046,-3.1193
1614,15.4128,-35.5046,-3.1193
1615,19.2661,-33.9450,6.3303
1616,19.2661,-33.9450,6.3303
1617,19.2661,-33.9450,6.3303
1618,23.2110,-28.7156,13.4862
1619,23.2110,-28.7156,13.4862
1620,23.2110,-28.7156,13.4862
1621,23.2110,-28.7156,13.4862
1622,25.4128,-22.3853,18.5321
1623,25.4128,-22.3853,18.5321
1624,25.4128,-22.3853,18.5321
1625,24.7706,-11.2844,24.2202
1626,24.7706,-11.2844,24.2202
1627,24.7706,-11.2844,24.2202
1628,20.8257,3.3945,26.1468
1629,20.8257,3.3945,26.1468
1630,20.8257,3.3945,26.1468
1631,20.8257,3.3945,26.1468
1632,14.5872,16.3303,20.8257
1633,14.5872,16.3303,20.8257
1634,14.5872,16.3303,20.8257
1635,7.4312,23.3028,14.1284
1636,7.4312,23.3028,14.1284
1637,7.4312,23.3028,14.1284
1638,1.3761,26.0550,8.8073
1639,1.3761,26.0550,8.8073
1640,1.3761,26.0550,8.8073
1641,1.3761,26.0550,8.8073
1642,-4.5872,26.1468,5.2294
1643,-4.5872,26.1468,5.2294
1644,-4.5872,26.1468,5.2294
1645,-9.0826,24.5872,0.9174
1646,-9.0826,24.5872,0.9174
1647,-9.0826,24.5872,0.9174
1648,-12.9358,21.6514,-1.4679
1649,-12.9358,21.6514,-1.4679
1650,-12.9358,21.6514,-1.4679
1651,-12.9358,21.6514,-1.4679
1652,-15.4128,18.8073,-3.0275
1653,-15.4128,18.8073,-3.0275
1654,-15.4128,18.8073,-3.0275
1655,-17.6147,16.4220,-3.3028
1656,-17.6147,16.4220,-3.3028
1657,-17.6147,16.4220,-3.3028
1658,-20.5505,14.0367,-0.7339
1659,-20.5505,14.0367,-0.7339
1660,-20.5505,14.0367,-0.7339
1661,-20.5505,14.0367,-0.7339
1662,-23.0275,11.7431,2.2018
1663,-23.0275,11.7431,2.2018
1664,-23.0275,11.7431,2.2018
1665,-24.5872,9.3578,3.3945
1666,-24.5872,9.3578,3.3945
1667,-24.5872,9.3578,3.3945
1668,-25.8716,6.9725,2.9358
1669,-25.8716,6.9725,2.9358
1670,-25.8716,6.9725,2.9358
1671,-25.8716,6.9725,2.9358
1672,-27.0642,3.0275,4.8624
1673,-27.0642,3.0275,4.8624
1674,-27.0642,3.0275,4.8624
1675,-27.7064,-3.5780,8.3486
1676,-27.7064,-3.5780,8.3486
1677,-27.7064,-3.5780,8.3486
1678,-25.8716,-12.9358,11.5596
1679,-25.8716,-12.9358,11.5596
1680,-25.8716,-12.9358,11.5596
1681,-25.8716,-12.9358,11.5596
1682,-21.3761,-22.4771,12.8440
1683,-21.3761,-22.4771,12.8440
1684,-21.3761,-22.4771,12.8440
1685,-13.6697,-32.0184,10.3670
1686,-13.6697,-32.0184,10.3670
1687,-13.6697,-32.0184,10.3670
1688,-1.8349,-39.0826,2.4771
1689,-1.8349,-39.0826,2.4771
1690,-1.8349,-39.0826,2.4771
1691,-1.8349,-39.0826,2.4771
1692,10.0917,-37.6147,-9.5413
1693,10.0917,-37.6147,-9.5413
1694,10.0917,-37.6147,-9.5413
1695,16.8807,-29.4495,-19.0826
1696,16.8807,-29.4495,-19.0826
1697,16.8807,-29.4495,-19.0826
1698,19.7248,-21.4679,-23.5780
1699,19.7248,-21.4679,-23.5780
1700,19.7248,-21.4679,-23.5780
1701,19.7248,-21.4679,-23.5780
1702,21.6514,-14.9541,-24.8624
1703,21.6514,-14.9541,-24.8624
1704,21.6514,-14.9541,-24.8624
1705,21.3761,-10.4587,-26.0550
1706,21.3761,-10.4587,-26.0550
1707,21.3761,-10.4587,-26.0550
1708,18.2569,-7.7982,-27.2477
1709,18.2569,-7.7982,-27.2477
1710,18.2569,-7.7982,-27.2477
1711,18.2569,-7.7982,-27.2477
1712,12.5688,-9.7248,-28.1651
1713,12.5688,-9.7248,-28.1651
1714,12.5688,-9.7248,-28.1651
1715,8.2569,-16.5138,-26.6055
1716,8.2569,-16.5138,-26.6055
1717,8.2569,-16.5138,-26.6055
1718,6.6972,-23.5780,-23.0275
1719,6.6972,-23.5780,-23.0275
1720,6.6972,-23.5780,-23.0275
1721,6.6972,-23.5780,-23.0275
1722,7.5229,-28.8991,-18.9908
1723,7.5229,-28.8991,-18.9908
1724,7.5229,-28.8991,-18.9908
1725,10.9174,-32.6606,-13.6697
1726,10.9174,-32.6606,-13.6697
1727,10.9174,-32.6606,-13.6697
1728,16.6972,-34.1284,-6.3303
1729,16.6972,-34.1284,-6.3303
1730,16.6972,-34.1284,-6.3303
1731,16.6972,-34.1284,-6.3303
1732,22.0183,-32.4771,3.0275
1733,22.0183,-32.4771,3.0275
1734,22.0183,-32.4771,3.0275
1735,25.1376,-28.8991,8.7156
1736,25.1376,-28.8991,8.7156
1737,25.1376,-28.8991,8.7156
1738,25.5046,-23.4862,16.6055
1739,25.5046,-23.4862,16.6055
1740,25.5046,-23.4862,16.6055
1741,25.5046,-23.4862,16.6055
1742,22.9358,-13.3028,24.8624
1743,22.9358,-13.3028,24.8624
1744,22.9358,-13.3028,24.8624
1745,17.5229,2.1101,27.8899
1746,17.5229,2.1101,27.8899
1747,17.5229,2.1101,27.8899
1748,10.2752,16.4220,22.2936
1749,10.2752,16.4220,22.2936
1750,10.2752,16.4220,22.2936
1751,10.2752,16.4220,22.2936
1752,3.2110,21.9266,14.4954
1753,3.2110,21.9266,14.4954
1754,3.2110,21.9266,14.4954
1755,-1.3761,23.8532,9.1743
1756,-1.3761,23.8532,9.1743
1757,-1.3761,23.8532,9.1743
1758,-4.4037,24.9541,4.2202
1759,-4.4037,24.9541,4.2202
1760,-4.4037,24.9541,4.2202
1761,-4.4037,24.9541,4.2202
1762,-7.0642,24.5872,-1.2844
1763,-7.0642,24.5872,-1.2844
1764,-7.0642,24.5872,-1.2844
1765,-9.8165,22.6606,-5.8716
1766,-9.8165,22.6606,-5.8716
1767,-9.8165,22.6606,-5.8716
1768,-11.6514,20.6422,-7.1560
1769,-11.6514,20.6422,-7.1560
1770,-11.6514,20.6422,-7.1560
1771,-11.6514,20.6422,-7.1560
1772,-12.3853,18.8991,-8.8991
1773,-12.3853,18.8991,-8.8991
1774,-12.3853,18.8991,-8.8991
1775,-13.5780,17.5229,-10.1835
1776,-13.5780,17.5229,-10.1835
1777,-13.5780,17.5229,-10.1835
1778,-15.3211,16.5138,-10.0000
1779,-15.3211,16.5138,-10.0000
1780,-15.3211,16.5138,-10.0000
1781,-15.3211,16.5138,-10.0000
1782,-17.9817,15.1376,-9.3578
1783,-17.9817,15.1376,-9.3578
1784,-17.9817,15.1376,-9.3578
1785,-21.1009,13.1193,-7.1560
1786,-21.1009,13.1193,-7.1560
1787,-21.1009,13.1193,-7.1560
1788,-24.4037,9.8165,-3.7615
1789,-24.4037,9.8165,-3.7615
1790,-24.4037,9.8165,-3.7615
1791,-24.4037,9.8165,-3.7615
1792,-26.7890,5.2294,0.6422
1793,-26.7890,5.2294,0.6422
1794,-26.7890,5.2294,0.6422
1795,-28.1651,-1.3761,4.9541
1796,-28.1651,-1.3761,4.9541
1797,-28.1651,-1.3761,4.9541
1798,-27.3394,-10.2752,7.9817
1799,-27.3394,-10.2752,7.9817
1800,-27.3394,-10.2752,7.9817
1801,-27.3394,-10.2752,7.9817
1802,-23.7615,-20.6422,8.8073
1803,-23.7615,-20.6422,8.8073
1804,-23.7615,-20.6422,8.8073
1805,-16.8807,-30.0917,8.3486
1806,-16.8807,-30.0917,8.3486
1807,-16.8807,-30.0917,8.3486
1808,-6.6055,-37.4312,4.0367
1809,-6.6055,-37.4312,4.0367
1810,-6.6055,-37.4312,4.0367
1811,-6.6055,-37.4312,4.0367
1812,6.1468,-39.5413,-4.6789
1813,6.1468,-39.5413,-4.6789
1814,6.1468,-39.5413,-4.6789
1815,17.6147,-32.8440,-14.5872
1816,17.6147,-32.8440,-14.5872
1817,17.6147,-32.8440,-14.5872
1818,23.9450,-22.4771,-20.4587
1819,23.9450,-22.4771,-20.4587
1820,23.9450,-22.4771,-20.4587
1821,23.9450,-22.4771,-20.4587
1822,27.6147,-14.4954,-21.1927
1823,27.6147,-14.4954,-21.1927
1824,27.6147,-14.4954,-21.1927
1825,28.2569,-10.0000,-21.3761
1826,28.2569,-10.0000,-21.3761
1827,28.2569,-10.0000,-21.3761
1828,26.6972,-8.1651,-22.7523
1829,26.6972,-8.1651,-22.7523
1830,26.6972,-8.1651,-22.7523
1831,26.6972,-8.1651,-22.7523
1832,20.9174,-9.6330,-25.5963
1833,20.9174,-9.6330,-25.5963
1834,20.9174,-9.6330,-25.5963
1835,15.7798,-13.5780,-26.5138
1836,15.7798,-13.5780,-26.5138
1837,15.7798,-13.5780,-26.5138
1838,11.7431,-17.1560,-25.8716
1839,11.7431,-17.1560,-25.8716
1840,11.7431,-17.1560,-25.8716
1841,11.7431,-17.1560,-25.8716
1842,10.2752,-20.0000,-24.4954
1843,10.2752,-20.0000,-24.4954
1844,10.2752,-20.0000,-24.4954
1845,10.5505,-21.9266,-23.2110
1846,10.5505,-21.9266,-23.2110
1847,10.5505,-21.9266,-23.2110
1848,11.0092,-25.3211,-20.2752
1849,11.0092,-25.3211,-20.2752
1850,11.0092,-25.3211,-20.2752
1851,11.0092,-25.3211,-20.2752
1852,12.7523,-30.7339,-13.8532
1853,12.7523,-30.7339,-13.8532
1854,12.7523,-30.7339,-13.8532
1855,14.0367,-34.7706,-3.2110
1856,14.0367,-34.7706,-3.2110
1857,14.0367,-34.7706,-3.2110
1858,14.8624,-34.0367,9.0826
1859,14.8624,-34.0367,9.0826
1860,14.8624,-34.0367,9.0826
1861,14.8624,-34.0367,9.0826
1862,15.0459,-30.8257,16.2385
1863,15.0459,-30.8257,16.2385
1864,15.0459,-30.8257,16.2385
1865,13.6697,-21.6514,25.6881
1866,13.6697,-21.6514,25.6881
1867,13.6697,-21.6514,25.6881
1868,9.6330,-8.2569,30.8257
1869,9.6330,-8.2569,30.8257
1870,9.6330,-8.2569,30.8257
1871,9.6330,-8.2569,30.8257
1872,5.0459,6.6972,29.8165
1873,5.0459,6.6972,29.8165
1874,5.0459,6.6972,29.8165
1875,2.6606,17.1560,23.7615
1876,2.6606,17.1560,23.7615
1877,2.6606,17.1560,23.7615
1878,-0.2752,22.4771,17.8899
1879,-0.2752,22.4771,17.8899
1880,-0.2752,22.4771,17.8899
1881,-0.2752,22.4771,17.8899
1882,-3.7615,25.5046,10.3670
1883,-3.7615,25.5046,10.3670
1884,-3.7615,25.5046,10.3670
1885,-7.6147,25.6881,2.7523
1886,-7.6147,25.6881,2.7523
1887,-7.6147,25.6881,2.7523
1888,-10.8257,22.9358,-4.7706
1889,-10.8257,22.9358,-4.7706
1890,-10.8257,22.9358,-4.7706
1891,-10.8257,22.9358,-4.7706
1892,-13.8532,17.8899,-10.5505
1893,-13.8532,17.8899,-10.5505
1894,-13.8532,17.8899,-10.5505
1895,-15.3211,12.3853,-15.1376
1896,-15.3211,12.3853,-15.1376
1897,-15.3211,12.3853,-15.1376
1898,-16.5138,8.0734,-17.1560
1899,-16.5138,8.0734,-17.1560
1900,-16.5138,8.0734,-17.1560
1901,-16.5138,8.0734,-17.1560
1902,-17.3394,4.9541,-18.0734
1903,-17.3394,4.9541,-18.0734
1904,-17.3394,4.9541,-18.0734
1905,-20.5505,4.7706,-15.0459
1906,-20.5505,4.7706,-15.0459
1907,-20.5505,4.7706,-15.0459
1908,-24.0367,3.3945,-10.6422
1909,-24.0367,3.3945,-10.6422
1910,-24.0367,3.3945,-10.6422
1911,-24.0367,3.3945,-10.6422
1912,-26.1468,0.4587,-7.3394
1913,-26.1468,0.4587,-7.3394
1914,-26.1468,0.4587,-7.3394
1915,-27.7064,-3.9450,-3.7615
1916,-27.7064,-3.9450,-3.7615
1917,-27.7064,-3.9450,-3.7615
1918,-27.6147,-11.6514,0.0000
1919,-27.6147,-11.6514,0.0000
1920,-27.6147,-11.6514,0.0000
1921,-27.6147,-11.6514,0.0000
1922,-23.5780,-22.3853,2.6606
1923,-23.5780,-22.3853,2.6606
1924,-23.5780,-22.3853,2.6606
1925,-15.1376,-32.5688,0.5505
1926,-15.1376,-32.5688,0.5505
1927,-15.1376,-32.5688,0.5505
1928,-5.0459,-37.2477,-5.2294
1929,-5.0459,-37.2477,-5.2294
1930,-5.0459,-37.2477,-5.2294
1931,-5.0459,-37.2477,-5.2294
1932,4.6789,-36.1468,-13.3028
1933,4.6789,-36.1468,-13.3028
1934,4.6789,-36.1468,-13.3028
1935,12.1101,-27.5229,-22.5688
1936,12.1101,-27.5229,-22.5688
1937,12.1101,-27.5229,-22.5688
1938,16.6055,-20.0000,-25.5963
1939,16.6055,-20.0000,-25.5963
1940,16.6055,-20.0000,-25.5963
1941,16.6055,-20.0000,-25.5963
1942,19.0826,-12.2018,-26.9725
1943,19.0826,-12.2018,-26.9725
1944,19.0826,-12.2018,-26.9725
1945,21.1927,-6.6055,-26.6055
1946,21.1927,-6.6055,-26.6055
1947,21.1927,-6.6055,-26.6055
1948,20.3670,-2.3853,-26.6972
1949,20.3670,-2.3853,-26.6972
1950,20.3670,-2.3853,-26.6972
1951,20.3670,-2.3853,-26.6972
1952,17.8899,-2.7523,-27.4312
1953,17.8899,-2.7523,-27.4312
1954,17.8899,-2.7523,-27.4312
1955,13.5780,-10.4587,-28.0734
1956,13.5780,-10.4587,-28.0734
1957,13.5780,-10.4587,-28.0734
1958,8.5321,-21.4679,-24.9541
1959,8.5321,-21.4679,-24.9541
1960,8.5321,-21.4679,-24.9541
1961,8.5321,-21.4679,-24.9541
1962,8.3486,-31.6514,-16.5138
1963,8.3486,-31.6514,-16.5138
1964,8.3486,-31.6514,-16.5138
1965,11.3761,-35.5963,-9.1743
1966,11.3761,-35.5963,-9.1743
1967,11.3761,-35.5963,-9.1743
1968,15.7798,-36.1468,-0.0917
1969,15.7798,-36.1468,-0.0917
1970,15.7798,-36.1468,-0.0917
1971,15.7798,-36.1468,-0.0917
1972,20.6422,-33.1193,6.4220
1973,20.6422,-33.1193,6.4220
1974,20.6422,-33.1193,6.4220
1975,25.4128,-27.4312,11.1009
1976,25.4128,-27.4312,11.1009
1977,25.4128,-27.4312,11.1009
1978,27.7064,-21.8349,15.1376
1979,27.7064,-21.8349,15.1376
1980,27.7064,-21.8349,15.1376
1981,27.7064,-21.8349,15.1376
1982,26.8807,-16.2385,20.0000
1983,26.8807,-16.2385,20.0000
1984,26.8807,-16.2385,20.0000
1985,24.5872,-7.7982,24.4037
1986,24.5872,-7.7982,24.4037
1987,24.5872,-7.7982,24.4037
1988,19.7248,2.8440,26.4220
1989,19.7248,2.8440,26.4220
1990,19.7248,2.8440,26.4220
1991,19.7248,2.8440,26.4220
1992,13.3945,12.7523,24.6789
1993,13.3945,12.7523,24.6789
1994,13.3945,12.7523,24.6789
1995,6.8807,19.4495,20.8257
1996,6.8807,19.4495,20.8257
1997,6.8807,19.4495,20.8257
1998,0.6422,22.9358,16.6972
1999,0.6422,22.9358,16.6972
2000,0.6422,22.9358,16.6972
2001,0.6422,22.9358,16.6972
2002,-5.5046,24.1284,12.3853
2003,-5.5046,24.1284,12.3853
2004,-5.5046,24.1284,12.3853
2005,-10.4587,23.9450,4.8624
2006,-10.4587,23.9450,4.8624
2007,-10.4587,23.9450,4.8624
2008,-13.4862,21.6514,-1.1009
2009,-13.4862,21.6514,-1.1009
2010,-13.4862,21.6514,-1.1009
2011,-13.4862,21.6514,-1.1009
2012,-15.6881,19.2661,-1.3761
2013,-15.6881,19.2661,-1.3761
2014,-15.6881,19.2661,-1.3761
2015,-18.1651,16.9725,1.7431
2016,-18.1651,16.9725,1.7431
2017,-18.1651,16.9725,1.7431
2018,-20.7339,14.3119,4.4954
2019,-20.7339,14.3119,4.4954
2020,-20.7339,14.3119,4.4954
2021,-20.7339,14.3119,4.4954
2022,-22.5688,11.9266,5.7798
2023,-22.5688,11.9266,5.7798
2024,-22.5688,11.9266,5.7798
2025,-24.5872,8.6239,6.6972
2026,-24.5872,8.6239,6.6972
2027,-24.5872,8.6239,6.6972
2028,-26.1468,2.2936,9.6330
2029,-26.1468,2.2936,9.6330
2030,-26.1468,2.2936,9.6330
2031,-26.1468,2.2936,9.6330
2032,-26.3303,-5.6881,11.9266
2033,-26.3303,-5.6881,11.9266
2034,-26.3303,-5.6881,11.9266
2035,-24.4037,-15.7798,12.1101
2036,-24.4037,-15.7798,12.1101
2037,-24.4037,-15.7798,12.1101
2038,-19.7248,-25.8716,9.7248
2039,-19.7248,-25.8716,9.7248
2040,-19.7248,-25.8716,9.7248
2041,-19.7248,-25.8716,9.7248
2042,-13.7615,-32.8440,5.9633
2043,-13.7615,-32.8440,5.9633
2044,-13.7615,-32.8440,5.9633
2045,-8.1651,-36.6972,1.6514
2046,-8.1651,-36.6972,1.6514
2047,-8.1651,-36.6972,1.6514
2048,-2.3853,-38.2569,-4.4954
2049,-2.3853,-38.2569,-4.4954
2050,-2.3853,-38.2569,-4.4954
2051,-2.3853,-38.2569,-4.4954
2052,5.0459,-36.8807,-11.9266
2053,5.0459,-36.8807,-11.9266
2054,5.0459,-36.8807,-11.9266
2055,11.2844,-32.9358,-17.3394
2056,11.2844,-32.9358,-17.3394
2057,11.2844,-32.9358,-17.3394
2058,16.2385,-27.9817,-20.7339
2059,16.2385,-27.9817,-20.7339
2060,16.2385,-27.9817,-20.7339
2061,16.2385,-27.9817,-20.7339
2062,19.9083,-22.0183,-23.1193
2063,19.9083,-22.0183,-23.1193
2064,19.9083,-22.0183,-23.1193
2065,21.5596,-15.7798,-24.9541
2066,21.5596,-15.7798,-24.9541
2067,21.5596,-15.7798,-24.9541
2068,21.6514,-10.5505,-26.0550
2069,21.6514,-10.5505,-26.0550
2070,21.6514,-10.5505,-26.0550
2071,21.6514,-10.5505,-26.0550
2072,20.5505,-5.5046,-26.6972
2073,20.5505,-5.5046,-26.6972
2074,20.5505,-5.5046,-26.6972
2075,17.2477,-4.2202,-27.7982
2076,17.2477,-4.2202,-27.7982
2077,17.2477,-4.2202,-27.7982
2078,12.0183,-5.4128,-28.9908
2079,12.0183,-5.4128,-28.9908
2080,12.0183,-5.4128,-28.9908
2081,12.0183,-5.4128,-28.9908
2082,7.3394,-7.2477,-29.0826
2083,7.3394,-7.2477,-29.0826
2084,7.3394,-7.2477,-29.0826
2085,4.6789,-9.5413,-28.8073
2086,4.6789,-9.5413,-28.8073
2087,4.6789,-9.5413,-28.8073
2088,2.8440,-11.7431,-28.3486
2089,2.8440,-11.7431,-28.3486
2090,2.8440,-11.7431,-28.3486
2091,2.8440,-11.7431,-28.3486
2092,2.8440,-16.4220,-27.1560
2093,2.8440,-16.4220,-27.1560
2094,2.8440,-16.4220,-27.1560
2095,6.5138,-26.2385,-22.1101
2096,6.5138,-26.2385,-22.1101
2097,6.5138,-26.2385,-22.1101
2098,10.9174,-34.9541,-10.8257
2099,10.9174,-34.9541,-10.8257
2100,10.9174,-34.9541,-10.8257
2101,10.9174,-34.9541,-10.8257
2102,16.5138,-35.9633,3.6697
2103,16.5138,-35.9633,3.6697
2104,16.5138,-35.9633,3.6697
2105,20.0000,-28.8073,16.5138
2106,20.0000,-28.8073,16.5138
2107,20.0000,-28.8073,16.5138
2108,20.6422,-20.5505,23.1193
2109,20.6422,-20.5505,23.1193
2110,20.6422,-20.5505,23.1193
2111,20.6422,-20.5505,23.1193
2112,19.7248,-11.9266,26.9725
2113,19.7248,-11.9266,26.9725
