>>>
>>>
>>>
>>> from main import *
I2C devices: ['0x1e', '0x68']
MPU6050 OK @ 0x68  [+/-8g, +/-2000dps, 50Hz]
HMC5883L OK @ 0x1E  [+/-1.3Ga, 15Hz, 8-avg]
# Ready. 9-channel HAR firmware.
#   test()               — single reading
#   calibrate_mag(sec)   — mag ellipsoid data collection
#   collect('label', sec)  — activity data collection
>>>
calibrate_mag(60)
# MAG_CALIB 60s 3000samples
# sample,mx,my,mz
691,24.8624,-13.8532,-23.3945
692,27.0642,-8.4404,-22.7523
693,27.0642,-8.4404,-22.7523
694,27.0642,-8.4404,-22.7523
695,27.0642,-8.4404,-22.7523
696,25.1376,-5.3211,-24.0367
697,25.1376,-5.3211,-24.0367
698,25.1376,-5.3211,-24.0367
699,21.9266,-2.4771,-25.7798
700,21.9266,-2.4771,-25.7798
701,21.9266,-2.4771,-25.7798
702,18.2569,-1.6514,-26.9725
703,18.2569,-1.6514,-26.9725
704,18.2569,-1.6514,-26.9725
705,18.2569,-1.6514,-26.9725
706,12.6606,-6.2385,-28.4404
707,12.6606,-6.2385,-28.4404
708,12.6606,-6.2385,-28.4404
709,6.1468,-16.8807,-26.8807
710,6.1468,-16.8807,-26.8807
711,6.1468,-16.8807,-26.8807
712,3.8532,-25.0459,-22.2936
713,3.8532,-25.0459,-22.2936
714,3.8532,-25.0459,-22.2936
715,3.8532,-25.0459,-22.2936
716,3.4862,-29.5413,-18.4404
717,3.4862,-29.5413,-18.4404
718,3.4862,-29.5413,-18.4404
719,5.6881,-33.6697,-13.3945
720,5.6881,-33.6697,-13.3945
721,5.6881,-33.6697,-13.3945
722,7.9817,-35.0459,-10.3670
723,7.9817,-35.0459,-10.3670
724,7.9817,-35.0459,-10.3670
725,7.9817,-35.0459,-10.3670
726,12.4771,-36.1468,-5.6881
727,12.4771,-36.1468,-5.6881
728,12.4771,-36.1468,-5.6881
729,19.2661,-34.6789,2.4771
730,19.2661,-34.6789,2.4771
731,19.2661,-34.6789,2.4771
732,25.5963,-28.9908,10.0917
733,25.5963,-28.9908,10.0917
734,25.5963,-28.9908,10.0917
735,30.7339,-20.2752,13.9450
736,30.7339,-20.2752,13.9450
737,30.7339,-20.2752,13.9450
738,30.7339,-20.2752,13.9450
739,33.7615,-10.4587,14.6789
740,33.7615,-10.4587,14.6789
741,33.7615,-10.4587,14.6789
742,34.6789,-0.6422,12.6606
743,34.6789,-0.6422,12.6606
744,34.6789,-0.6422,12.6606
745,31.5596,8.8073,10.3670
746,31.5596,8.8073,10.3670
747,31.5596,8.8073,10.3670
748,31.5596,8.8073,10.3670
749,22.7523,13.7615,5.9633
750,22.7523,13.7615,5.9633
751,22.7523,13.7615,5.9633
752,20.3670,16.6055,6.1468
753,20.3670,16.6055,6.1468
754,20.3670,16.6055,6.1468
755,14.8624,22.2936,10.6422
756,14.8624,22.2936,10.6422
757,14.8624,22.2936,10.6422
758,14.8624,22.2936,10.6422
759,4.9541,25.1376,12.6606
760,4.9541,25.1376,12.6606
761,4.9541,25.1376,12.6606
762,-2.4771,26.2385,8.4404
763,-2.4771,26.2385,8.4404
764,-2.4771,26.2385,8.4404
765,-8.6239,25.0459,2.4771
766,-8.6239,25.0459,2.4771
767,-8.6239,25.0459,2.4771
768,-8.6239,25.0459,2.4771
769,-12.5688,21.9266,-2.4771
770,-12.5688,21.9266,-2.4771
771,-12.5688,21.9266,-2.4771
772,-14.9541,18.2569,-5.5046
773,-14.9541,18.2569,-5.5046
774,-14.9541,18.2569,-5.5046
775,-15.3211,16.2385,-8.2569
776,-15.3211,16.2385,-8.2569
777,-15.3211,16.2385,-8.2569
778,-15.3211,16.2385,-8.2569
779,-15.2294,15.3211,-10.6422
780,-15.2294,15.3211,-10.6422
781,-15.2294,15.3211,-10.6422
782,-17.8899,15.8716,-7.4312
783,-17.8899,15.8716,-7.4312
784,-17.8899,15.8716,-7.4312
785,-21.1927,14.4037,-3.2110
786,-21.1927,14.4037,-3.2110
787,-21.1927,14.4037,-3.2110
788,-21.1927,14.4037,-3.2110
789,-24.5872,9.9083,1.5596
790,-24.5872,9.9083,1.5596
791,-24.5872,9.9083,1.5596
792,-26.6055,4.2202,4.5872
793,-26.6055,4.2202,4.5872
794,-26.6055,4.2202,4.5872
795,-27.7064,-2.2936,6.5138
796,-27.7064,-2.2936,6.5138
797,-27.7064,-2.2936,6.5138
798,-27.7064,-2.2936,6.5138
799,-26.7890,-12.4771,7.8899
800,-26.7890,-12.4771,7.8899
801,-26.7890,-12.4771,7.8899
802,-22.2018,-23.0275,8.8991
803,-22.2018,-23.0275,8.8991
804,-22.2018,-23.0275,8.8991
805,-15.6881,-31.3761,7.8899
806,-15.6881,-31.3761,7.8899
807,-15.6881,-31.3761,7.8899
808,-15.6881,-31.3761,7.8899
809,-7.6147,-37.0642,4.9541
810,-7.6147,-37.0642,4.9541
811,-7.6147,-37.0642,4.9541
812,2.2936,-40.0000,1.0092
813,2.2936,-40.0000,1.0092
814,2.2936,-40.0000,1.0092
815,13.3028,-38.8073,-4.5872
816,13.3028,-38.8073,-4.5872
817,13.3028,-38.8073,-4.5872
818,13.3028,-38.8073,-4.5872
819,21.9266,-33.4862,-9.9083
820,21.9266,-33.4862,-9.9083
821,21.9266,-33.4862,-9.9083
822,27.2477,-26.7890,-13.4862
823,27.2477,-26.7890,-13.4862
824,27.2477,-26.7890,-13.4862
825,30.0000,-20.4587,-15.8716
826,30.0000,-20.4587,-15.8716
827,30.0000,-20.4587,-15.8716
828,30.0000,-20.4587,-15.8716
829,30.0917,-15.1376,-18.3486
830,30.0917,-15.1376,-18.3486
831,30.0917,-15.1376,-18.3486
832,26.6972,-11.4679,-22.5688
833,26.6972,-11.4679,-22.5688
834,26.6972,-11.4679,-22.5688
835,20.8257,-10.1835,-26.1468
836,20.8257,-10.1835,-26.1468
837,20.8257,-10.1835,-26.1468
838,20.8257,-10.1835,-26.1468
839,13.2110,-11.0092,-28.5321
840,13.2110,-11.0092,-28.5321
841,13.2110,-11.0092,-28.5321
842,5.4128,-15.0459,-27.9817
843,5.4128,-15.0459,-27.9817
844,5.4128,-15.0459,-27.9817
845,1.3761,-19.9083,-25.5046
846,1.3761,-19.9083,-25.5046
847,1.3761,-19.9083,-25.5046
848,1.3761,-19.9083,-25.5046
849,1.6514,-26.9725,-21.0092
850,1.6514,-26.9725,-21.0092
851,1.6514,-26.9725,-21.0092
852,4.8624,-32.2936,-15.7798
853,4.8624,-32.2936,-15.7798
854,4.8624,-32.2936,-15.7798
855,11.1927,-34.6789,-11.0092
856,11.1927,-34.6789,-11.0092
857,11.1927,-34.6789,-11.0092
858,11.1927,-34.6789,-11.0092
859,18.9908,-34.1284,-5.4128
860,18.9908,-34.1284,-5.4128
861,18.9908,-34.1284,-5.4128
862,27.1560,-29.7248,1.1009
863,27.1560,-29.7248,1.1009
864,27.1560,-29.7248,1.1009
865,32.5688,-22.3853,6.3303
866,32.5688,-22.3853,6.3303
867,32.5688,-22.3853,6.3303
868,32.5688,-22.3853,6.3303
869,35.1376,-13.4862,9.8165
870,35.1376,-13.4862,9.8165
871,35.1376,-13.4862,9.8165
872,35.1376,-4.7706,11.3761
873,35.1376,-4.7706,11.3761
874,35.1376,-4.7706,11.3761
875,31.9266,2.9358,12.2018
876,31.9266,2.9358,12.2018
877,31.9266,2.9358,12.2018
878,31.9266,2.9358,12.2018
879,27.6147,7.7982,10.5505
880,27.6147,7.7982,10.5505
881,27.6147,7.7982,10.5505
882,25.4128,14.5872,9.1743
883,25.4128,14.5872,9.1743
884,25.4128,14.5872,9.1743
885,20.0917,22.0183,7.3394
886,20.0917,22.0183,7.3394
887,20.0917,22.0183,7.3394
888,20.0917,22.0183,7.3394
889,13.7615,25.9633,6.4220
890,13.7615,25.9633,6.4220
891,13.7615,25.9633,6.4220
892,6.4220,27.7064,6.8807
893,6.4220,27.7064,6.8807
894,6.4220,27.7064,6.8807
895,-1.6514,27.5229,6.9725
896,-1.6514,27.5229,6.9725
897,-1.6514,27.5229,6.9725
898,-1.6514,27.5229,6.9725
899,-10.1835,24.7706,6.9725
900,-10.1835,24.7706,6.9725
901,-10.1835,24.7706,6.9725
902,-17.7064,20.0000,3.7615
903,-17.7064,20.0000,3.7615
904,-17.7064,20.0000,3.7615
905,-18.8991,17.7064,-3.6697
906,-18.8991,17.7064,-3.6697
907,-18.8991,17.7064,-3.6697
908,-18.8991,17.7064,-3.6697
909,-18.4404,14.8624,-9.0826
910,-18.4404,14.8624,-9.0826
911,-18.4404,14.8624,-9.0826
912,-21.2844,12.2936,-6.8807
913,-21.2844,12.2936,-6.8807
914,-21.2844,12.2936,-6.8807
915,-23.5780,9.6330,-4.9541
916,-23.5780,9.6330,-4.9541
917,-23.5780,9.6330,-4.9541
918,-23.5780,9.6330,-4.9541
919,-26.4220,4.4954,-1.1927
920,-26.4220,4.4954,-1.1927
921,-26.4220,4.4954,-1.1927
922,-27.9817,-2.5688,2.5688
923,-27.9817,-2.5688,2.5688
924,-27.9817,-2.5688,2.5688
925,-27.7982,-10.1835,3.8532
926,-27.7982,-10.1835,3.8532
927,-27.7982,-10.1835,3.8532
928,-27.7982,-10.1835,3.8532
929,-25.4128,-18.7156,4.6789
930,-25.4128,-18.7156,4.6789
931,-25.4128,-18.7156,4.6789
932,-20.3670,-27.4312,3.1193
933,-20.3670,-27.4312,3.1193
934,-20.3670,-27.4312,3.1193
935,-13.5780,-33.7615,1.3761
936,-13.5780,-33.7615,1.3761
937,-13.5780,-33.7615,1.3761
938,-13.5780,-33.7615,1.3761
939,-5.8716,-37.8899,-1.0092
940,-5.8716,-37.8899,-1.0092
941,-5.8716,-37.8899,-1.0092
942,3.7615,-39.6330,-4.5872
943,3.7615,-39.6330,-4.5872
944,3.7615,-39.6330,-4.5872
945,15.2294,-36.6972,-10.1835
946,15.2294,-36.6972,-10.1835
947,15.2294,-36.6972,-10.1835
948,15.2294,-36.6972,-10.1835
949,23.9450,-30.0000,-13.8532
950,23.9450,-30.0000,-13.8532
951,23.9450,-30.0000,-13.8532
952,30.0000,-20.0000,-16.6972
953,30.0000,-20.0000,-16.6972
954,30.0000,-20.0000,-16.6972
955,32.3853,-9.6330,-17.7982
956,32.3853,-9.6330,-17.7982
957,32.3853,-9.6330,-17.7982
958,32.3853,-9.6330,-17.7982
959,30.9174,-2.9358,-19.2661
960,30.9174,-2.9358,-19.2661
961,30.9174,-2.9358,-19.2661
962,28.5321,1.2844,-20.7339
963,28.5321,1.2844,-20.7339
964,28.5321,1.2844,-20.7339
965,24.6789,2.1101,-23.5780
966,24.6789,2.1101,-23.5780
967,24.6789,2.1101,-23.5780
968,24.6789,2.1101,-23.5780
969,17.5229,-1.4679,-27.7064
970,17.5229,-1.4679,-27.7064
971,17.5229,-1.4679,-27.7064
972,10.9174,-13.7615,-28.1651
973,10.9174,-13.7615,-28.1651
974,10.9174,-13.7615,-28.1651
975,6.2385,-26.1468,-22.5688
976,6.2385,-26.1468,-22.5688
977,6.2385,-26.1468,-22.5688
978,6.2385,-26.1468,-22.5688
979,6.6972,-33.9450,-13.8532
980,6.6972,-33.9450,-13.8532
981,6.6972,-33.9450,-13.8532
982,10.8257,-36.6055,-6.9725
983,10.8257,-36.6055,-6.9725
984,10.8257,-36.6055,-6.9725
985,15.4128,-36.6055,-1.5596
986,15.4128,-36.6055,-1.5596
987,15.4128,-36.6055,-1.5596
988,15.4128,-36.6055,-1.5596
989,20.0917,-33.6697,6.2385
990,20.0917,-33.6697,6.2385
991,20.0917,-33.6697,6.2385
992,23.7615,-28.5321,13.1193
993,23.7615,-28.5321,13.1193
994,23.7615,-28.5321,13.1193
995,27.2477,-19.7248,18.6239
996,27.2477,-19.7248,18.6239
997,27.2477,-19.7248,18.6239
998,27.2477,-19.7248,18.6239
999,30.0917,-9.5413,19.7248
1000,30.0917,-9.5413,19.7248
1001,30.0917,-9.5413,19.7248
1002,30.7339,-0.4587,18.4404
1003,30.7339,-0.4587,18.4404
1004,30.7339,-0.4587,18.4404
1005,27.5229,9.0826,15.8716
1006,27.5229,9.0826,15.8716
1007,27.5229,9.0826,15.8716
1008,27.5229,9.0826,15.8716
1009,21.8349,16.2385,12.9358
1010,21.8349,16.2385,12.9358
1011,21.8349,16.2385,12.9358
1012,15.3211,22.2936,11.6514
1013,15.3211,22.2936,11.6514
1014,15.3211,22.2936,11.6514
1015,8.4404,26.4220,8.1651
1016,8.4404,26.4220,8.1651
1017,8.4404,26.4220,8.1651
1018,8.4404,26.4220,8.1651
1019,0.9174,27.7064,4.5872
1020,0.9174,27.7064,4.5872
1021,0.9174,27.7064,4.5872
1022,-5.5046,26.6972,0.2752
1023,-5.5046,26.6972,0.2752
1024,-5.5046,26.6972,0.2752
1025,-11.1009,23.0275,-4.4037
1026,-11.1009,23.0275,-4.4037
1027,-11.1009,23.0275,-4.4037
1028,-11.1009,23.0275,-4.4037
1029,-12.3853,18.7156,-11.1009
1030,-12.3853,18.7156,-11.1009
1031,-12.3853,18.7156,-11.1009
1032,-11.5596,13.9450,-16.8807
1033,-11.5596,13.9450,-16.8807
1034,-11.5596,13.9450,-16.8807
1035,-11.7431,11.6514,-18.8991
1036,-11.7431,11.6514,-18.8991
1037,-11.7431,11.6514,-18.8991
1038,-11.7431,11.6514,-18.8991
1039,-17.7982,12.2018,-13.4862
1040,-17.7982,12.2018,-13.4862
1041,-17.7982,12.2018,-13.4862
1042,-24.0367,8.5321,-6.1468
1043,-24.0367,8.5321,-6.1468
1044,-24.0367,8.5321,-6.1468
1045,-27.7064,0.5505,1.0092
1046,-27.7064,0.5505,1.0092
1047,-27.7064,0.5505,1.0092
1048,-27.7064,0.5505,1.0092
1049,-27.9817,-7.6147,4.0367
1050,-27.9817,-7.6147,4.0367
1051,-27.9817,-7.6147,4.0367
1052,-26.3303,-15.5963,4.0367
1053,-26.3303,-15.5963,4.0367
1054,-26.3303,-15.5963,4.0367
1055,-21.2844,-25.7798,2.3853
1056,-21.2844,-25.7798,2.3853
1057,-21.2844,-25.7798,2.3853
1058,-21.2844,-25.7798,2.3853
1059,-12.5688,-34.1284,0.0000
1060,-12.5688,-34.1284,0.0000
1061,-12.5688,-34.1284,0.0000
1062,-4.1284,-38.0734,-2.9358
1063,-4.1284,-38.0734,-2.9358
1064,-4.1284,-38.0734,-2.9358
1065,5.9633,-38.3486,-8.3486
1066,5.9633,-38.3486,-8.3486
1067,5.9633,-38.3486,-8.3486
1068,5.9633,-38.3486,-8.3486
1069,15.2294,-33.7615,-14.7706
1070,15.2294,-33.7615,-14.7706
1071,15.2294,-33.7615,-14.7706
1072,21.4679,-26.2385,-19.5413
1073,21.4679,-26.2385,-19.5413
1074,21.4679,-26.2385,-19.5413
1075,24.1284,-20.0000,-21.6514
1076,24.1284,-20.0000,-21.6514
1077,24.1284,-20.0000,-21.6514
1078,24.1284,-20.0000,-21.6514
1079,25.5963,-12.6606,-23.3945
1080,25.5963,-12.6606,-23.3945
1081,25.5963,-12.6606,-23.3945
1082,23.6697,-5.5963,-25.4128
1083,23.6697,-5.5963,-25.4128
1084,23.6697,-5.5963,-25.4128
1085,19.5413,-1.3761,-26.9725
1086,19.5413,-1.3761,-26.9725
1087,19.5413,-1.3761,-26.9725
1088,19.5413,-1.3761,-26.9725
1089,14.4954,-6.6055,-28.4404
1090,14.4954,-6.6055,-28.4404
1091,14.4954,-6.6055,-28.4404
1092,10.4587,-21.7431,-24.4954
1093,10.4587,-21.7431,-24.4954
1094,10.4587,-21.7431,-24.4954
1095,10.7339,-33.4862,-13.1193
1096,10.7339,-33.4862,-13.1193
1097,10.7339,-33.4862,-13.1193
1098,10.7339,-33.4862,-13.1193
1099,12.8440,-36.1468,-4.9541
1100,12.8440,-36.1468,-4.9541
1101,12.8440,-36.1468,-4.9541
1102,15.6881,-35.8716,1.2844
1103,15.6881,-35.8716,1.2844
1104,15.6881,-35.8716,1.2844
1105,18.2569,-33.3945,8.6239
1106,18.2569,-33.3945,8.6239
1107,18.2569,-33.3945,8.6239
1108,18.2569,-33.3945,8.6239
1109,21.4679,-28.8991,14.3119
1110,21.4679,-28.8991,14.3119
1111,21.4679,-28.8991,14.3119
1112,25.2294,-21.5596,18.8073
1113,25.2294,-21.5596,18.8073
1114,25.2294,-21.5596,18.8073
1115,29.7248,-12.4771,19.0826
1116,29.7248,-12.4771,19.0826
1117,29.7248,-12.4771,19.0826
1118,29.7248,-12.4771,19.0826
1119,31.0092,-3.4862,18.3486
1120,31.0092,-3.4862,18.3486
1121,31.0092,-3.4862,18.3486
1122,28.1651,4.3119,19.2661
1123,28.1651,4.3119,19.2661
1124,28.1651,4.3119,19.2661
1125,23.3945,12.5688,18.7156
1126,23.3945,12.5688,18.7156
1127,23.3945,12.5688,18.7156
1128,23.3945,12.5688,18.7156
1129,17.2477,21.0092,14.9541
1130,17.2477,21.0092,14.9541
1131,17.2477,21.0092,14.9541
1132,9.5413,26.6055,9.8165
1133,9.5413,26.6055,9.8165
1134,9.5413,26.6055,9.8165
1135,1.2844,28.0734,5.3211
1136,1.2844,28.0734,5.3211
1137,1.2844,28.0734,5.3211
1138,1.2844,28.0734,5.3211
1139,-5.1376,26.6972,0.8257
1140,-5.1376,26.6972,0.8257
1141,-5.1376,26.6972,0.8257
1142,-9.3578,24.2202,-1.1927
1143,-9.3578,24.2202,-1.1927
1144,-9.3578,24.2202,-1.1927
1145,-11.0092,21.6514,-4.8624
1146,-11.0092,21.6514,-4.8624
1147,-11.0092,21.6514,-4.8624
1148,-11.0092,21.6514,-4.8624
1149,-13.3945,19.7248,-6.2385
1150,-13.3945,19.7248,-6.2385
1151,-13.3945,19.7248,-6.2385
1152,-17.7982,18.0734,-2.4771
1153,-17.7982,18.0734,-2.4771
1154,-17.7982,18.0734,-2.4771
1155,-22.5688,13.6697,2.7523
1156,-22.5688,13.6697,2.7523
1157,-22.5688,13.6697,2.7523
1158,-22.5688,13.6697,2.7523
1159,-25.9633,7.2477,5.7798
1160,-25.9633,7.2477,5.7798
1161,-25.9633,7.2477,5.7798
1162,-27.5229,-0.8257,8.1651
1163,-27.5229,-0.8257,8.1651
1164,-27.5229,-0.8257,8.1651
1165,-27.0642,-9.7248,9.0826
1166,-27.0642,-9.7248,9.0826
1167,-27.0642,-9.7248,9.0826
1168,-27.0642,-9.7248,9.0826
1169,-25.2294,-17.7982,8.2569
1170,-25.2294,-17.7982,8.2569
1171,-25.2294,-17.7982,8.2569
1172,-20.8257,-26.6055,5.5046
1173,-20.8257,-26.6055,5.5046
1174,-20.8257,-26.6055,5.5046
1175,-12.2936,-34.7706,-0.1835
1176,-12.2936,-34.7706,-0.1835
1177,-12.2936,-34.7706,-0.1835
1178,-12.2936,-34.7706,-0.1835
1179,-1.0092,-37.5229,-8.7156
1180,-1.0092,-37.5229,-8.7156
1181,-1.0092,-37.5229,-8.7156
1182,9.4495,-33.3945,-17.4312
1183,9.4495,-33.3945,-17.4312
1184,9.4495,-33.3945,-17.4312
1185,18.0734,-23.3945,-23.3945
1186,18.0734,-23.3945,-23.3945
1187,18.0734,-23.3945,-23.3945
1188,18.0734,-23.3945,-23.3945
1189,21.4679,-14.7706,-25.5963
1190,21.4679,-14.7706,-25.5963
1191,21.4679,-14.7706,-25.5963
1192,23.1193,-8.6239,-25.7798
1193,23.1193,-8.6239,-25.7798
1194,23.1193,-8.6239,-25.7798
1195,22.5688,-3.8532,-26.0550
1196,22.5688,-3.8532,-26.0550
1197,22.5688,-3.8532,-26.0550
1198,22.5688,-3.8532,-26.0550
1199,22.1101,-0.3670,-25.6881
1200,22.1101,-0.3670,-25.6881
1201,22.1101,-0.3670,-25.6881
1202,20.0917,2.9358,-25.8716
1203,20.0917,2.9358,-25.8716
1204,20.0917,2.9358,-25.8716
1205,16.4220,0.2752,-27.7982
1206,16.4220,0.2752,-27.7982
1207,16.4220,0.2752,-27.7982
1208,16.4220,0.2752,-27.7982
1209,14.5872,-15.3211,-26.9725
1210,14.5872,-15.3211,-26.9725
1211,14.5872,-15.3211,-26.9725
1212,9.2661,-31.4679,-17.5229
1213,9.2661,-31.4679,-17.5229
1214,9.2661,-31.4679,-17.5229
1215,7.5229,-35.7798,-11.3761
1216,7.5229,-35.7798,-11.3761
1217,7.5229,-35.7798,-11.3761
1218,7.5229,-35.7798,-11.3761
1219,9.6330,-37.7064,-5.6881
1220,9.6330,-37.7064,-5.6881
1221,9.6330,-37.7064,-5.6881
1222,12.7523,-37.7982,0.7339
1223,12.7523,-37.7982,0.7339
1224,12.7523,-37.7982,0.7339
1225,15.0459,-35.9633,7.2477
1226,15.0459,-35.9633,7.2477
1227,15.0459,-35.9633,7.2477
1228,15.0459,-35.9633,7.2477
1229,16.9725,-32.5688,12.2936
1230,16.9725,-32.5688,12.2936
1231,16.9725,-32.5688,12.2936
1232,17.9817,-27.2477,17.7064
1233,17.9817,-27.2477,17.7064
1234,17.9817,-27.2477,17.7064
1235,17.7064,-22.0183,22.1101
1236,17.7064,-22.0183,22.1101
1237,17.7064,-22.0183,22.1101
1238,17.7064,-22.0183,22.1101
1239,18.6239,-17.5229,24.4954
1240,18.6239,-17.5229,24.4954
1241,18.6239,-17.5229,24.4954
1242,19.3578,-11.7431,26.4220
1243,19.3578,-11.7431,26.4220
1244,19.3578,-11.7431,26.4220
1245,19.6330,-5.5046,27.3394
1246,19.6330,-5.5046,27.3394
1247,19.6330,-5.5046,27.3394
1248,19.6330,-5.5046,27.3394
1249,19.4495,0.6422,27.1560
1250,19.4495,0.6422,27.1560
1251,19.4495,0.6422,27.1560
1252,19.5413,6.5138,25.6881
1253,19.5413,6.5138,25.6881
1254,19.5413,6.5138,25.6881
1255,17.1560,12.9358,23.5780
1256,17.1560,12.9358,23.5780
1257,17.1560,12.9358,23.5780
1258,17.1560,12.9358,23.5780
1259,12.2936,20.6422,19.2661
1260,12.2936,20.6422,19.2661
1261,12.2936,20.6422,19.2661
1262,4.4954,26.5138,11.8349
1263,4.4954,26.5138,11.8349
1264,4.4954,26.5138,11.8349
1265,-1.6514,27.9817,2.8440
1266,-1.6514,27.9817,2.8440
1267,-1.6514,27.9817,2.8440
1268,-1.6514,27.9817,2.8440
1269,-6.6055,26.4220,-1.1927
1270,-6.6055,26.4220,-1.1927
1271,-6.6055,26.4220,-1.1927
1272,-10.0000,24.7706,-1.4679
1273,-10.0000,24.7706,-1.4679
1274,-10.0000,24.7706,-1.4679
1275,-14.3119,21.6514,-1.8349
1276,-14.3119,21.6514,-1.8349
1277,-14.3119,21.6514,-1.8349
1278,-14.3119,21.6514,-1.8349
1279,-17.9817,18.3486,-1.2844
1280,-17.9817,18.3486,-1.2844
1281,-17.9817,18.3486,-1.2844
1282,-21.1927,14.8624,0.1835
1283,-21.1927,14.8624,0.1835
1284,-21.1927,14.8624,0.1835
1285,-24.0367,11.0092,1.4679
1286,-24.0367,11.0092,1.4679
1287,-24.0367,11.0092,1.4679
1288,-24.0367,11.0092,1.4679
1289,-26.0550,6.7890,2.1101
1290,-26.0550,6.7890,2.1101
1291,-26.0550,6.7890,2.1101
1292,-27.5229,1.8349,3.5780
1293,-27.5229,1.8349,3.5780
1294,-27.5229,1.8349,3.5780
1295,-28.0734,-3.7615,5.5046
1296,-28.0734,-3.7615,5.5046
1297,-28.0734,-3.7615,5.5046
1298,-28.0734,-3.7615,5.5046
1299,-27.7982,-9.4495,6.4220
1300,-27.7982,-9.4495,6.4220
1301,-27.7982,-9.4495,6.4220
1302,-26.0550,-16.3303,6.8807
1303,-26.0550,-16.3303,6.8807
1304,-26.0550,-16.3303,6.8807
1305,-21.5596,-25.7798,5.4128
1306,-21.5596,-25.7798,5.4128
1307,-21.5596,-25.7798,5.4128
1308,-21.5596,-25.7798,5.4128
1309,-11.7431,-35.0459,-0.8257
1310,-11.7431,-35.0459,-0.8257
1311,-11.7431,-35.0459,-0.8257
1312,0.0000,-37.2477,-10.0000
1313,0.0000,-37.2477,-10.0000
1314,0.0000,-37.2477,-10.0000
1315,10.1835,-33.3945,-17.1560
1316,10.1835,-33.3945,-17.1560
1317,10.1835,-33.3945,-17.1560
1318,10.1835,-33.3945,-17.1560
1319,17.6147,-26.4220,-21.4679
1320,17.6147,-26.4220,-21.4679
1321,17.6147,-26.4220,-21.4679
1322,22.9358,-19.4495,-22.8440
1323,22.9358,-19.4495,-22.8440
1324,22.9358,-19.4495,-22.8440
1325,25.3211,-11.1009,-24.0367
1326,25.3211,-11.1009,-24.0367
1327,25.3211,-11.1009,-24.0367
1328,25.3211,-11.1009,-24.0367
1329,26.1468,-7.4312,-23.7615
1330,26.1468,-7.4312,-23.7615
1331,26.1468,-7.4312,-23.7615
1332,24.9541,-4.5872,-24.4037
1333,24.9541,-4.5872,-24.4037
1334,24.9541,-4.5872,-24.4037
1335,22.9358,-4.4037,-25.6881
1336,22.9358,-4.4037,-25.6881
1337,22.9358,-4.4037,-25.6881
1338,22.9358,-4.4037,-25.6881
1339,18.3486,-5.6881,-27.5229
1340,18.3486,-5.6881,-27.5229
1341,18.3486,-5.6881,-27.5229
1342,11.6514,-9.0826,-28.9908
1343,11.6514,-9.0826,-28.9908
1344,11.6514,-9.0826,-28.9908
1345,6.3303,-11.1927,-28.8991
1346,6.3303,-11.1927,-28.8991
1347,6.3303,-11.1927,-28.8991
1348,6.3303,-11.1927,-28.8991
1349,3.1193,-13.4862,-27.9817
1350,3.1193,-13.4862,-27.9817
1351,3.1193,-13.4862,-27.9817
1352,2.7523,-18.8991,-26.1468
1353,2.7523,-18.8991,-26.1468
1354,2.7523,-18.8991,-26.1468
1355,4.2202,-24.1284,-23.4862
1356,4.2202,-24.1284,-23.4862
1357,4.2202,-24.1284,-23.4862
1358,4.2202,-24.1284,-23.4862
1359,7.9817,-28.8073,-19.4495
1360,7.9817,-28.8073,-19.4495
1361,7.9817,-28.8073,-19.4495
1362,13.5780,-31.5596,-14.1284
1363,13.5780,-31.5596,-14.1284
1364,13.5780,-31.5596,-14.1284
1365,17.5229,-32.6606,-8.5321
1366,17.5229,-32.6606,-8.5321
1367,17.5229,-32.6606,-8.5321
1368,20.4587,-32.2018,-4.1284
1369,20.4587,-32.2018,-4.1284
1370,20.4587,-32.2018,-4.1284
1371,20.4587,-32.2018,-4.1284
1372,22.2936,-31.6514,0.2752
1373,22.2936,-31.6514,0.2752
1374,22.2936,-31.6514,0.2752
1375,23.3028,-30.2752,6.7890
1376,23.3028,-30.2752,6.7890
1377,23.3028,-30.2752,6.7890
1378,24.8624,-27.0642,12.0183
1379,24.8624,-27.0642,12.0183
1380,24.8624,-27.0642,12.0183
1381,24.8624,-27.0642,12.0183
1382,25.6881,-19.3578,19.4495
1383,25.6881,-19.3578,19.4495
1384,25.6881,-19.3578,19.4495
1385,23.5780,-6.6972,25.4128
1386,23.5780,-6.6972,25.4128
1387,23.5780,-6.6972,25.4128
1388,19.5413,4.4954,26.5138
1389,19.5413,4.4954,26.5138
1390,19.5413,4.4954,26.5138
1391,19.5413,4.4954,26.5138
1392,13.9450,13.0275,25.2294
1393,13.9450,13.0275,25.2294
1394,13.9450,13.0275,25.2294
1395,6.3303,20.8257,20.4587
1396,6.3303,20.8257,20.4587
1397,6.3303,20.8257,20.4587
1398,-0.0917,25.2294,13.6697
1399,-0.0917,25.2294,13.6697
1400,-0.0917,25.2294,13.6697
1401,-0.0917,25.2294,13.6697
1402,-5.6881,25.4128,8.2569
1403,-5.6881,25.4128,8.2569
1404,-5.6881,25.4128,8.2569
1405,-10.0000,23.5780,1.3761
1406,-10.0000,23.5780,1.3761
1407,-10.0000,23.5780,1.3761
1408,-12.3853,21.4679,-0.7339
1409,-12.3853,21.4679,-0.7339
1410,-12.3853,21.4679,-0.7339
1411,-12.3853,21.4679,-0.7339
1412,-14.6789,20.0917,0.0000
