I2C scan: ['0x68']
MPU6050 OK @ 0x68, +/-8g, +/-2000dps, 50Hz
# Ready.
# Commands: test(), collect('<label>', seconds)
MicroPython v1.24.1 on 2024-11-29; Generic ESP32S3 module with ESP32S3
Type "help()" for more information.
>>> ESP-ROM:esp32s3-20210327
Build:Mar 27 2021
rst:0x1 (POWERON),boot:0x8 (SPI_FAST_FLASH_BOOT)
SPIWP:0xee
mode:DIO, clock div:1
load:0x3fce3820,len:0x105c
load:0x403c9700,len:0x4
load:0x403c9704,len:0xbd8
load:0x403cc700,len:0x2e34
entry 0x403c989c
[0;31mE (289) quad_psram: PSRAM ID read error: 0x00ffffff, PSRAM chip not found or not supported, or wrong PSRAM line mode[0m
[0;31mE (289) esp_psram: PSRAM enabled but initialization failed. Bailing out.[0m
I2C scan: ['0x68']
MPU6050 OK @ 0x68, +/-8g, +/-2000dps, 50Hz
# Ready.
# Commands: test(), collect('<label>', seconds)
MicroPython v1.24.1 on 2024-11-29; Generic ESP32S3 module with ESP32S3
Type "help()" for more information.
>>>
collect('+Z_down', 5)
# COLLECT +Z_down 5s 250samples
# sample,ax,ay,az,gx,gy,gz,label
47,0.30167,-0.27294,-10.38365,-4.3902,-3.7195,0.4878,-Z_up
48,0.29449,-0.27773,-10.38365,-3.7805,-3.3537,0.5488,-Z_up
49,0.28730,-0.28252,-10.37647,-3.3537,-2.8049,0.6707,-Z_up
50,0.28252,-0.28970,-10.37168,-3.1098,-2.5000,0.7317,-Z_up
51,0.27773,-0.29209,-10.35732,-2.7439,-2.3780,0.7927,-Z_up
52,0.27054,-0.29449,-10.36689,-3.0488,-3.2927,0.5488,-Z_up
53,0.26097,-0.29449,-10.36211,-3.6585,-4.8780,0.1220,-Z_up
54,0.24421,-0.29449,-10.38365,-3.9024,-5.7927,0.0000,-Z_up
55,0.23703,-0.29688,-10.38365,-4.2683,-5.4268,0.3049,-Z_up
56,0.22266,-0.29928,-10.38605,-4.9390,-5.0610,0.3659,-Z_up
57,0.20590,-0.29209,-10.38605,-5.3659,-4.3902,0.4878,-Z_up
58,0.20351,-0.29688,-10.38844,-5.3049,-2.0732,0.9146,-Z_up
59,0.21548,-0.29688,-10.38126,-5.7927,0.6098,1.4024,-Z_up
60,0.22266,-0.28252,-10.38365,-7.0122,0.9146,1.5244,-Z_up
61,0.22266,-0.27533,-10.37647,-7.8659,-1.1585,1.3415,-Z_up
62,0.21308,-0.24660,-10.38126,-8.2317,-2.4390,1.1585,-Z_up
63,0.20830,-0.23703,-10.37647,-7.8049,-1.8293,1.0366,-Z_up
64,0.20111,-0.23224,-10.37886,-7.1341,-1.4024,0.7927,-Z_up
65,0.19393,-0.21548,-10.38605,-5.8537,-2.1341,0.6098,-Z_up
66,0.19393,-0.22027,-10.38126,-4.3902,-2.2561,0.6707,-Z_up
67,0.20590,-0.22505,-10.38365,-4.6341,-0.9756,1.0976,-Z_up
68,0.20830,-0.21548,-10.37647,-5.8537,-0.0610,1.2195,-Z_up
69,0.22027,-0.20830,-10.38605,-5.7927,-0.2439,1.0976,-Z_up
70,0.21308,-0.21069,-10.38844,-4.5122,-1.4024,0.8537,-Z_up
71,0.20111,-0.21308,-10.38844,-2.8049,-2.8659,0.5488,-Z_up
72,0.20351,-0.22505,-10.38605,-1.7683,-2.9268,0.4268,-Z_up
73,0.19872,-0.23463,-10.37647,-1.5854,-2.1951,0.6098,-Z_up
74,0.20111,-0.23942,-10.38126,-1.8902,-2.1951,0.6098,-Z_up
75,0.19632,-0.25379,-10.37647,-2.2561,-2.6220,0.5488,-Z_up
76,0.18675,-0.25618,-10.37408,-2.8049,-2.5610,0.6098,-Z_up
77,0.17957,-0.25857,-10.38365,-3.5366,-2.2561,0.6707,-Z_up
78,0.17717,-0.26097,-10.38126,-4.0854,-1.9512,0.6707,-Z_up
79,0.16041,-0.25857,-10.38365,-4.2683,-2.1341,0.4268,-Z_up
80,0.16041,-0.25379,-10.37647,-4.0244,-2.8659,0.0610,-Z_up
81,0.15323,-0.25379,-10.37886,-3.3537,-3.3537,-0.1220,-Z_up
82,0.15083,-0.26336,-10.36689,-2.8049,-2.8049,0.0610,-Z_up
83,0.15323,-0.27054,-10.36689,-3.2927,-2.0122,0.3049,-Z_up
84,0.15083,-0.26097,-10.37647,-4.0244,-1.8902,0.3659,-Z_up
85,0.14844,-0.25618,-10.38365,-4.0854,-2.1341,0.3049,-Z_up
86,0.14844,-0.26576,-10.39323,-3.5366,-2.1951,0.3659,-Z_up
87,0.14605,-0.27773,-10.38605,-3.5976,-1.6463,0.4878,-Z_up
88,0.13886,-0.27294,-10.38605,-4.6951,-1.2195,0.5488,-Z_up
89,0.13886,-0.26336,-10.38365,-6.0976,-1.0366,0.5488,-Z_up
90,0.14365,-0.25618,-10.38844,-6.6463,-0.3659,0.7317,-Z_up
91,0.14844,-0.25139,-10.38605,-6.6463,0.2439,0.8537,-Z_up
92,0.15323,-0.24181,-10.37647,-6.7683,-0.1829,0.6707,-Z_up
93,0.15083,-0.22745,-10.36929,-6.3415,-0.6098,0.4268,-Z_up
94,0.14844,-0.23703,-10.37408,-5.7317,-1.2195,0.1829,-Z_up
95,0.15323,-0.22505,-10.37647,-5.9146,-1.5244,0.1829,-Z_up
96,0.15562,-0.21548,-10.39562,-6.2195,-0.9146,0.4268,-Z_up
97,0.15562,-0.20590,-10.39084,-6.2195,-0.5488,0.4268,-Z_up
98,0.15323,-0.20111,-10.38605,-6.0366,-0.9756,0.1220,-Z_up
99,0.16281,-0.20111,-10.38844,-5.1220,-1.4024,-0.1220,-Z_up
100,0.15323,-0.21069,-10.37886,-4.6341,-2.0122,0.4268,-Z_up
101,0.15323,-0.20590,-10.37886,-5.1220,-2.3171,0.7927,-Z_up
102,0.13886,-0.19393,-10.38126,-5.9756,-1.8902,1.0366,-Z_up
103,0.13647,-0.18196,-10.38365,-6.8902,-1.4024,0.9756,-Z_up
104,0.12450,-0.17238,-10.38844,-6.9512,-1.4634,1.0366,-Z_up
105,0.13168,-0.16520,-10.37886,-5.8537,-1.0366,1.3415,-Z_up
106,0.14126,-0.16041,-10.39084,-4.8171,0.4268,1.7683,-Z_up
107,0.15562,-0.16041,-10.39084,-4.5732,1.7073,2.1951,-Z_up
108,0.17717,-0.16759,-10.36929,-4.5732,2.3171,2.5000,-Z_up
109,0.19393,-0.17238,-10.35732,-4.8171,2.5000,2.1951,-Z_up
110,0.20111,-0.17478,-10.35013,-4.6341,1.7683,1.7073,-Z_up
111,0.20590,-0.16759,-10.35492,-4.5122,0.3049,1.3415,-Z_up
112,0.21069,-0.16520,-10.36450,-4.8171,-0.8537,1.0366,-Z_up
113,0.19872,-0.16281,-10.35732,-5.0610,-1.5244,0.6707,-Z_up
114,0.19872,-0.15083,-10.36929,-4.6951,-1.2805,0.4268,-Z_up
115,0.19872,-0.15562,-10.36450,-3.8415,-0.7317,0.2439,-Z_up
116,0.20351,-0.16041,-10.36211,-4.0854,-0.9756,0.1220,-Z_up
117,0.20590,-0.15562,-10.35971,-4.9390,-1.6463,0.0610,-Z_up
118,0.20351,-0.16041,-10.35971,-4.8171,-1.7073,0.1220,-Z_up
119,0.19632,-0.15562,-10.36450,-4.8780,-1.5854,0.1220,-Z_up
120,0.19872,-0.15562,-10.37408,-5.2439,-1.5854,0.1220,-Z_up
121,0.19632,-0.15083,-10.37408,-5.6098,-1.4634,0.2439,-Z_up
122,0.20111,-0.14605,-10.36689,-5.8537,-1.5854,0.0000,-Z_up
123,0.19872,-0.13886,-10.36450,-5.1829,-1.6463,-0.3049,-Z_up
124,0.18675,-0.14126,-10.36929,-4.0854,-1.6463,-0.1829,-Z_up
125,0.17957,-0.14365,-10.36929,-3.7195,-1.5244,0.1220,-Z_up
126,0.18435,-0.14844,-10.36929,-3.3537,-1.2195,0.3659,-Z_up
127,0.19393,-0.15562,-10.37168,-3.0488,-1.1585,0.2439,-Z_up
128,0.17478,-0.15562,-10.36689,-3.2317,-1.2805,-0.0610,-Z_up
129,0.18675,-0.16281,-10.36450,-3.7195,-0.9756,0.0610,-Z_up
130,0.18914,-0.16041,-10.35492,-3.9634,-0.6707,0.3049,-Z_up
131,0.20111,-0.15083,-10.36929,-3.7805,-0.6707,0.4268,-Z_up
132,0.19632,-0.15802,-10.37647,-3.5366,-0.9756,0.5488,-Z_up
133,0.20111,-0.16999,-10.37408,-3.3537,-1.2195,0.4268,-Z_up
134,0.19393,-0.17478,-10.37647,-3.4756,-1.4024,0.3049,-Z_up
135,0.19393,-0.17717,-10.38365,-3.9024,-1.0976,0.1829,-Z_up
136,0.20351,-0.17238,-10.37408,-4.5732,-1.0366,0.0610,-Z_up
137,0.21069,-0.16281,-10.36450,-4.8171,-1.4634,0.0610,-Z_up
138,0.20590,-0.16041,-10.36929,-4.4512,-1.5854,0.1829,-Z_up
139,0.20111,-0.16999,-10.37647,-3.9634,-1.2195,0.1220,-Z_up
140,0.19154,-0.16520,-10.37647,-3.9024,-1.0366,0.1829,-Z_up
141,0.17957,-0.16999,-10.37647,-4.0244,-1.4634,0.3659,-Z_up
142,0.18196,-0.16759,-10.37168,-4.1463,-2.1951,-0.0610,-Z_up
143,0.17957,-0.16759,-10.37647,-3.9024,-2.0732,-0.7927,-Z_up
144,0.17478,-0.18435,-10.38605,-3.4756,-1.5854,-0.7317,-Z_up
145,0.17957,-0.18675,-10.37886,-3.6585,-1.4634,-0.2439,-Z_up
146,0.18435,-0.17717,-10.38365,-4.2073,-1.7073,-0.1829,-Z_up
147,0.18435,-0.16759,-10.37647,-4.5122,-1.9512,-0.7927,-Z_up
148,0.17478,-0.17238,-10.37647,-3.4756,-1.7683,-1.2195,-Z_up
149,0.18196,-0.19154,-10.37168,-2.7439,-1.5244,-0.9756,-Z_up
150,0.17478,-0.19154,-10.37168,-3.3537,-1.8902,-0.4878,-Z_up
151,0.16759,-0.18675,-10.37168,-4.5122,-2.6829,-0.6707,-Z_up
152,0.15802,-0.17478,-10.36211,-4.6341,-2.6829,-0.4878,-Z_up
153,0.15323,-0.17957,-10.36450,-4.1463,-2.1951,-0.0610,-Z_up
154,0.15802,-0.19872,-10.36689,-3.9024,-1.7073,0.3049,-Z_up
155,0.15562,-0.18914,-10.36929,-3.9024,-1.5244,0.5488,-Z_up
156,0.15562,-0.19393,-10.36689,-3.6585,-1.6463,0.6707,-Z_up
157,0.15562,-0.20351,-10.37168,-3.0488,-1.6463,0.7317,-Z_up
158,0.15083,-0.21069,-10.37168,-2.9878,-1.4634,0.9146,-Z_up
159,0.13886,-0.20830,-10.37408,-3.7195,-1.4634,0.8537,-Z_up
160,0.14365,-0.19632,-10.37408,-4.4512,-1.4634,0.7927,-Z_up
161,0.15083,-0.19632,-10.36450,-4.5122,-1.4024,0.7927,-Z_up
162,0.15083,-0.19872,-10.36689,-4.3293,-1.1585,0.8537,-Z_up
163,0.15562,-0.20111,-10.36211,-4.2683,-0.9756,0.9146,-Z_up
164,0.16281,-0.20111,-10.36929,-4.1463,-0.8537,0.9146,-Z_up
165,0.15323,-0.20111,-10.36689,-4.0244,-0.8537,0.8537,-Z_up
166,0.16041,-0.20111,-10.36689,-4.0854,-0.8537,0.6098,-Z_up
167,0.16520,-0.20590,-10.35492,-4.1463,-0.6707,0.5488,-Z_up
168,0.16999,-0.20351,-10.35971,-4.2683,-0.7317,0.6707,-Z_up
169,0.16520,-0.20111,-10.35971,-4.0244,-1.0976,0.7317,-Z_up
170,0.16041,-0.20590,-10.35492,-3.7805,-1.6463,0.6098,-Z_up
171,0.15802,-0.20830,-10.36211,-3.7805,-1.6463,0.4878,-Z_up
172,0.15802,-0.21069,-10.37168,-4.2073,-1.2805,0.6098,-Z_up
173,0.15802,-0.21548,-10.36450,-4.5122,-1.0976,0.7317,-Z_up
174,0.15323,-0.20830,-10.36929,-4.3293,-1.5244,0.7927,-Z_up
175,0.15562,-0.20590,-10.36929,-3.9634,-1.8293,0.6707,-Z_up
176,0.14844,-0.21548,-10.37168,-3.9634,-1.6463,0.6098,-Z_up
177,0.14844,-0.21308,-10.36211,-4.2683,-0.9756,0.6707,-Z_up
178,0.15323,-0.21308,-10.36211,-4.3902,-0.5488,0.7317,-Z_up
179,0.16041,-0.21308,-10.36211,-4.1463,-0.7317,0.7317,-Z_up
180,0.15802,-0.20830,-10.36450,-3.9634,-1.0366,0.7317,-Z_up
181,0.15083,-0.20111,-10.36689,-4.0244,-0.9146,0.7927,-Z_up
182,0.16281,-0.20351,-10.37168,-4.3902,-0.6098,0.7927,-Z_up
183,0.16041,-0.21069,-10.36450,-4.0244,-0.7927,0.6707,-Z_up
184,0.16041,-0.21069,-10.36450,-4.0244,-0.7927,0.6707,-Z_up
185,0.15323,-0.21548,-10.36689,-4.2073,-0.9146,0.6098,-Z_up
186,0.16281,-0.22027,-10.36689,-4.5122,-0.4878,0.6707,-Z_up
187,0.17238,-0.21308,-10.36450,-4.3902,-0.4878,0.6098,-Z_up
188,0.16999,-0.21787,-10.36929,-4.2073,-0.9146,0.6098,-Z_up
189,0.16999,-0.21787,-10.36689,-4.3293,-1.3415,0.6707,-Z_up
190,0.16520,-0.22745,-10.36450,-4.1463,-1.2805,0.6707,-Z_up
191,0.16520,-0.21787,-10.37168,-4.2073,-0.9756,0.6707,-Z_up
192,0.17238,-0.21787,-10.38844,-4.2073,-0.4268,0.6098,-Z_up
193,0.17957,-0.21787,-10.37168,-4.2683,-0.6098,0.5488,-Z_up
194,0.18435,-0.22027,-10.36689,-4.2073,-0.6707,0.4878,-Z_up
195,0.17717,-0.22505,-10.35732,-4.3902,-0.6098,0.4878,-Z_up
196,0.16999,-0.22984,-10.36689,-4.3902,-0.9756,0.6098,-Z_up
197,0.16759,-0.22266,-10.36450,-4.0244,-1.5244,0.7317,-Z_up
198,0.17238,-0.22505,-10.35492,-4.0244,-1.8902,0.9146,-Z_up
199,0.17238,-0.22505,-10.35492,-3.8415,-1.5854,0.8537,-Z_up
200,0.17238,-0.22266,-10.35971,-4.0854,-1.0366,0.7927,-Z_up
201,0.17717,-0.22027,-10.36211,-4.3293,-1.1585,0.8537,-Z_up
202,0.17717,-0.21787,-10.36211,-4.2683,-1.4634,0.9146,-Z_up
203,0.17238,-0.22266,-10.36211,-4.0244,-1.5854,0.8537,-Z_up
204,0.16759,-0.21787,-10.36211,-4.3293,-1.2805,0.8537,-Z_up
205,0.16999,-0.21787,-10.37168,-4.5732,-1.2805,0.9756,-Z_up
206,0.16999,-0.22984,-10.36450,-4.1463,-1.5244,0.9146,-Z_up
207,0.16281,-0.22505,-10.36211,-3.6585,-1.8293,0.7317,-Z_up
208,0.16759,-0.22266,-10.35732,-3.7195,-1.8902,0.6098,-Z_up
209,0.16520,-0.22745,-10.36929,-4.2073,-1.2805,0.5488,-Z_up
210,0.17478,-0.22266,-10.37408,-4.2683,-0.9146,0.6098,-Z_up
211,0.17717,-0.22984,-10.35971,-3.9634,-1.0976,0.6098,-Z_up
212,0.17957,-0.23703,-10.36689,-3.7195,-1.5244,0.6098,-Z_up
213,0.17478,-0.24421,-10.35971,-3.5366,-1.5244,0.6707,-Z_up
214,0.16999,-0.24181,-10.36211,-3.7195,-1.2195,0.7927,-Z_up
215,0.16999,-0.23703,-10.35492,-4.0244,-1.0366,0.7927,-Z_up
216,0.17478,-0.22984,-10.36211,-4.1463,-0.9146,0.7317,-Z_up
217,0.16999,-0.23224,-10.36929,-3.9024,-0.7317,0.6707,-Z_up
218,0.17478,-0.23463,-10.37168,-3.8415,-0.6707,0.6707,-Z_up
219,0.17717,-0.23463,-10.37408,-3.9634,-0.7927,0.7927,-Z_up
220,0.17478,-0.23942,-10.36450,-3.9634,-1.0366,0.7317,-Z_up
221,0.17238,-0.24181,-10.35732,-4.0854,-0.9756,0.6098,-Z_up
222,0.17717,-0.24181,-10.35971,-4.3293,-0.7317,0.6707,-Z_up
223,0.18196,-0.24900,-10.36211,-4.3293,-1.0366,0.6707,-Z_up
224,0.17957,-0.24660,-10.35732,-3.9634,-1.4634,0.6707,-Z_up
225,0.17478,-0.25379,-10.36689,-3.8415,-1.4634,0.6707,-Z_up
226,0.17717,-0.25618,-10.36211,-4.1463,-1.1585,0.7317,-Z_up
227,0.17478,-0.25379,-10.36211,-4.4512,-0.9146,0.7927,-Z_up
228,0.17238,-0.24660,-10.35492,-4.3293,-1.0366,0.6707,-Z_up
229,0.16759,-0.25379,-10.35732,-3.8415,-1.2805,0.5488,-Z_up
230,0.16999,-0.24660,-10.35971,-3.9634,-1.4024,0.6098,-Z_up
231,0.17957,-0.24421,-10.35492,-4.3293,-1.4024,0.7927,-Z_up
232,0.18196,-0.24660,-10.35013,-4.1463,-1.0976,0.7927,-Z_up
233,0.18914,-0.24181,-10.36689,-4.0854,-1.0976,0.7317,-Z_up
234,0.18196,-0.24181,-10.36450,-4.3902,-1.2195,0.7317,-Z_up
235,0.18196,-0.23942,-10.35971,-4.3902,-1.2805,0.7317,-Z_up
236,0.17957,-0.24660,-10.35253,-4.3293,-1.0976,0.7317,-Z_up
237,0.18435,-0.25139,-10.35732,-4.3902,-0.8537,0.7317,-Z_up
238,0.17717,-0.26097,-10.35492,-4.2683,-1.0976,0.7317,-Z_up
239,0.17717,-0.25618,-10.35013,-4.0854,-1.7683,0.7317,-Z_up
240,0.16520,-0.24660,-10.35971,-4.1463,-1.7073,0.7317,-Z_up
241,0.17238,-0.25618,-10.36450,-4.2073,-1.2195,0.7317,-Z_up
242,0.17238,-0.25139,-10.36211,-4.1463,-0.9756,0.6707,-Z_up
243,0.17238,-0.25618,-10.36450,-4.0854,-1.0976,0.6098,-Z_up
244,0.17478,-0.25857,-10.35971,-4.2073,-1.2805,0.6098,-Z_up
245,0.17957,-0.25857,-10.35732,-4.3293,-1.1585,0.6098,-Z_up
246,0.17957,-0.25379,-10.35971,-4.3293,-0.9146,0.6098,-Z_up
247,0.18675,-0.24900,-10.35971,-4.1463,-0.7927,0.6098,-Z_up
248,0.17957,-0.25379,-10.36211,-4.0854,-1.1585,0.6098,-Z_up
249,0.17478,-0.24900,-10.36689,-4.2683,-1.4024,0.6707,-Z_up
# DONE -Z_up 250samples 5.0s
>>>
collect('+X_down', 5)
# COLLECT +X_down 5s 250samples
# sample,ax,ay,az,gx,gy,gz,label
0,-9.49062,0.20351,-0.96247,-4.8780,-0.6098,-1.1585,+X_down
1,-9.56723,0.20830,-0.93613,-4.5122,-0.6707,-1.2195,+X_down
2,-9.50019,0.21787,-0.94810,-4.3293,-1.8293,0.2439,+X_down
3,-9.49780,0.18196,-0.95289,-4.0854,-1.9512,0.7317,+X_down
4,-9.52653,0.24181,-0.89783,-3.5366,-1.4024,0.6098,+X_down
5,-9.50737,0.26576,-0.87149,-3.5976,-1.5854,1.7073,+X_down
6,-9.52413,0.26815,-0.90261,-4.0244,-1.4024,2.0732,+X_down
7,-9.55526,0.23224,-0.97444,-4.3902,-1.5854,2.1951,+X_down
8,-9.52174,0.21787,-0.99599,-4.3902,-2.1951,2.1951,+X_down
9,-9.47625,0.27533,-0.86910,-4.3293,-1.9512,1.3415,+X_down
10,-9.50737,0.23942,-0.87628,-4.6951,-0.9756,0.9756,+X_down
11,-9.54089,0.22984,-0.93374,-4.5732,-0.4268,0.7927,+X_down
12,-9.56962,0.29209,-0.89543,-4.2683,-0.9146,1.4634,+X_down
13,-9.56723,0.25139,-0.97683,-4.5122,-2.0732,2.8659,+X_down
14,-9.50737,0.26097,-0.93853,-4.2683,-2.8659,3.4146,+X_down
15,-9.49540,0.28012,-0.86910,-4.0244,-2.9878,4.4512,+X_down
16,-9.46189,0.26815,-0.90501,-4.2073,-2.5000,3.5976,+X_down
17,-9.51695,0.26576,-0.93853,-4.2073,-1.5854,2.5000,+X_down
18,-9.62230,0.33758,-0.87149,-4.1463,-1.0366,1.3415,+X_down
19,-9.54329,0.33519,-0.90980,-4.5122,-1.2805,0.6098,+X_down
20,-9.54568,0.36392,-0.85712,-4.5732,-1.6463,0.1220,+X_down
21,-9.50977,0.29688,-0.90022,-5.0610,-2.0732,0.8537,+X_down
22,-9.47625,0.25618,-0.92656,-5.0610,-2.1341,1.4634,+X_down
23,-9.52413,0.25379,-0.90980,-4.5732,-1.5854,1.2195,+X_down
24,-9.52413,0.31843,-0.85473,-4.2683,-1.2195,0.3049,+X_down
25,-9.50259,0.29449,-0.89064,-4.5732,-1.0366,0.2439,+X_down
26,-9.54568,0.27533,-0.91459,-4.6951,-1.0366,0.6707,+X_down
27,-9.51935,0.29449,-0.88585,-4.5122,-1.1585,1.0976,+X_down
28,-9.54568,0.30167,-0.90740,-4.4512,-1.2195,0.9756,+X_down
29,-9.50259,0.30167,-0.88346,-4.5122,-1.0976,0.6098,+X_down
30,-9.54329,0.28012,-0.92656,-4.6951,-0.5488,-0.1220,+X_down
31,-9.56962,0.30406,-0.88585,-4.4512,-0.7317,-0.3659,+X_down
32,-9.50498,0.29449,-0.88825,-4.2683,-1.6463,0.4268,+X_down
33,-9.48822,0.30646,-0.86670,-4.3293,-1.7073,0.6098,+X_down
34,-9.52653,0.27294,-0.90501,-4.4512,-1.5854,1.0366,+X_down
35,-9.56244,0.25379,-0.91459,-4.2683,-1.5854,1.4634,+X_down
36,-9.55287,0.27773,-0.90740,-3.7805,-2.2561,2.0732,+X_down
37,-9.46428,0.31603,-0.87628,-3.5366,-2.6220,2.4390,+X_down
38,-9.51456,0.36871,-0.85952,-3.9024,-1.5854,1.4024,+X_down
39,-9.56244,0.35674,-0.88346,-4.5122,-1.2805,1.4634,+X_down
40,-9.52413,0.31843,-0.89064,-4.6951,-1.4024,1.8293,+X_down
41,-9.54329,0.28252,-0.92895,-4.5732,-1.4024,1.1585,+X_down
42,-9.51695,0.27773,-0.91459,-4.1463,-1.2195,0.0000,+X_down
43,-9.52413,0.31125,-0.83558,-3.7805,-1.0976,-0.0610,+X_down
44,-9.54568,0.30885,-0.83797,-3.7805,-1.5244,1.2805,+X_down
45,-9.54808,0.32322,-0.91698,-3.8415,-2.1341,2.1951,+X_down
46,-9.50737,0.33040,-0.90022,-3.9634,-2.5610,2.2561,+X_down
47,-9.52174,0.32561,-0.86431,-4.3293,-1.8293,0.4878,+X_down
48,-9.51456,0.32082,-0.86191,-4.5732,-1.0976,-1.0366,+X_down
49,-9.51456,0.37350,-0.82361,-4.5732,-0.7317,-0.9146,+X_down
50,-9.52892,0.33998,-0.84276,-4.8171,-0.8537,1.0976,+X_down
51,-9.52892,0.28012,-0.90022,-5.0000,-0.9756,2.1951,+X_down
52,-9.54568,0.27294,-0.93853,-4.6951,-0.7927,1.2805,+X_down
53,-9.56005,0.29928,-0.92656,-4.3293,-1.0366,0.1829,+X_down
54,-9.45470,0.31364,-0.85952,-4.1463,-1.2195,-0.6098,+X_down
55,-9.50737,0.34955,-0.81403,-4.5122,0.4878,-3.2927,+X_down
56,-9.64145,0.26815,-0.88825,-5.2439,1.4634,-4.2683,+X_down
57,-9.56244,0.26097,-0.92177,-6.2805,0.8537,-2.6220,+X_down
58,-9.47386,0.19632,-0.94571,-6.2195,0.5488,-1.9512,+X_down
59,-9.54329,0.19632,-0.93613,-5.4268,1.2195,-2.5000,+X_down
60,-9.61272,0.21069,-0.93613,-4.4512,0.6098,-1.7683,+X_down
61,-9.59117,0.29449,-0.91219,-3.7805,-1.5244,0.6707,+X_down
62,-9.52653,0.25379,-0.94571,-4.0244,-4.0244,4.0244,+X_down
63,-9.42358,0.24900,-0.88825,-4.1463,-4.1463,4.2073,+X_down
64,-9.53611,0.26097,-0.86431,-4.1463,-2.1951,1.5244,+X_down
65,-9.52413,0.25618,-0.92177,-4.0854,-1.3415,0.6098,+X_down
66,-9.54568,0.30885,-0.89543,-3.7195,-1.2805,0.9146,+X_down
67,-9.56723,0.33998,-0.84036,-3.9024,-1.8293,2.1341,+X_down
68,-9.50737,0.25379,-0.91937,-4.5122,-1.5854,1.3415,+X_down
69,-9.50737,0.23224,-0.91698,-4.3293,-0.7927,-0.2439,+X_down
70,-9.52413,0.27054,-0.90022,-3.9634,-0.3049,-1.4024,+X_down
71,-9.57920,0.31843,-0.84994,-3.9024,-0.2439,-1.4634,+X_down
72,-9.47625,0.30885,-0.90261,-4.3293,-0.9146,-0.3049,+X_down
73,-9.53371,0.26336,-0.90261,-4.7561,-0.8537,0.1829,+X_down
74,-9.50259,0.23703,-0.93613,-4.8780,-0.7927,-0.0610,+X_down
75,-9.50737,0.23703,-0.92177,-4.7561,-0.4878,-0.3659,+X_down
76,-9.59117,0.25379,-0.87388,-4.5122,-0.1829,-0.1829,+X_down
77,-9.55526,0.23942,-0.93853,-4.3902,-0.9146,0.6098,+X_down
78,-9.54329,0.25139,-0.91937,-3.9634,-1.6463,1.2805,+X_down
79,-9.50737,0.23224,-0.93134,-3.8415,-1.9512,1.2195,+X_down
80,-9.47386,0.27533,-0.86431,-3.7195,-1.3415,0.1220,+X_down
81,-9.56005,0.27533,-0.87628,-4.0854,-0.6098,-0.2439,+X_down
82,-9.51935,0.26336,-0.94092,-4.4512,-1.2195,0.6707,+X_down
83,-9.51695,0.24660,-0.91937,-4.5732,-1.4634,1.2805,+X_down
84,-9.54808,0.24421,-0.89543,-4.5732,-1.3415,1.0976,+X_down
85,-9.54329,0.23942,-0.92895,-4.3902,-1.2805,0.5488,+X_down
86,-9.51695,0.25857,-0.90980,-3.9634,-1.4634,0.5488,+X_down
87,-9.48822,0.24660,-0.91459,-3.8415,-1.2805,0.5488,+X_down
88,-9.52413,0.26815,-0.89304,-3.9024,-0.5488,-0.3049,+X_down
89,-9.55287,0.25379,-0.92656,-4.2073,-0.4878,-0.3659,+X_down
90,-9.55765,0.24660,-0.92895,-4.2683,-0.9756,0.3659,+X_down
91,-9.50737,0.25139,-0.92656,-4.0854,-1.3415,0.8537,+X_down
92,-9.49780,0.27533,-0.90261,-4.2073,-1.1585,0.6098,+X_down
93,-9.52174,0.22505,-0.94810,-4.4512,-0.6098,0.0610,+X_down
94,-9.56244,0.23942,-0.90022,-4.2073,-0.7927,0.6707,+X_down
95,-9.49780,0.22745,-0.93613,-4.0854,-1.0976,1.3415,+X_down
96,-9.52653,0.24421,-0.94332,-3.9024,-0.5488,0.5488,+X_down
97,-9.55287,0.26336,-0.91698,-3.9024,-0.7317,0.5488,+X_down
98,-9.49540,0.23224,-0.93134,-4.2073,-1.2195,0.8537,+X_down
99,-9.52892,0.22027,-0.93613,-4.2073,-0.9756,0.4878,+X_down
100,-9.51935,0.24181,-0.91459,-3.9634,-0.7927,0.3659,+X_down
101,-9.56244,0.25379,-0.94332,-3.7805,-1.1585,1.0366,+X_down
102,-9.52892,0.27294,-0.91937,-3.6585,-1.5854,1.4634,+X_down
103,-9.55047,0.27294,-0.90980,-3.9634,-1.4634,0.8537,+X_down
104,-9.52892,0.25857,-0.88825,-4.2073,-1.6463,1.0366,+X_down
105,-9.50977,0.26815,-0.89064,-4.3293,-1.7073,1.7683,+X_down
106,-9.49301,0.24421,-0.94332,-4.5122,-1.1585,1.3415,+X_down
107,-9.56723,0.24181,-0.96486,-4.3902,-0.6098,0.4268,+X_down
108,-9.53132,0.28970,-0.90740,-4.0854,-1.2195,0.7317,+X_down
109,-9.50019,0.30167,-0.89543,-4.1463,-1.8902,1.8902,+X_down
110,-9.48583,0.27773,-0.91698,-4.5122,-1.4024,1.5854,+X_down
111,-9.55765,0.25618,-0.94810,-4.6951,-0.6707,0.4268,+X_down
112,-9.53132,0.22745,-0.95529,-4.5732,-0.8537,0.1829,+X_down
113,-9.49780,0.25857,-0.90261,-4.3902,-1.0366,0.0610,+X_down
114,-9.52413,0.28012,-0.88346,-4.3902,-0.6098,-0.1829,+X_down
115,-9.54568,0.28730,-0.90022,-4.3293,-0.3659,-0.1220,+X_down
